hypothesis_id,title,subtitle,card_path,providers,total_impact
H0164,H0164 — Month-over-month billing spike: December spikes 5x,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0164.png,1745,899853594.26
H0165,H0165 — Month-over-month billing spike: COVID onset spikes (Mar-Jun 2020),"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0165.png,1745,899853594.26
H0166,H0166 — Month-over-month billing spike: COVID onset 5x,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0166.png,1745,899853594.2599999
H0167,H0167 — Month-over-month billing spike: New code addition spike,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0167.png,1745,899853594.26
H0168,H0168 — Month-over-month billing spike: Post-2022 spike,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0168.png,1745,899853594.26
H0169,H0169 — Month-over-month billing spike: High-value 10x spike (>$100K),"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0169.png,1745,899853594.2600001
H0170,H0170 — Month-over-month billing spike: Consecutive month spikes,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0170.png,1745,899853594.26
H0171,"H0171 — Sudden provider appearance: first month > $500,000 (all)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0171.png,66,187909047.3
H0172,"H0172 — Sudden provider appearance: first month > $1,000,000 (all)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0172.png,66,187909047.3
H0173,"H0173 — Sudden provider appearance: first month > $250,000 (high_risk_codes)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0173.png,66,187909047.3
H0174,"H0174 — Sudden provider appearance: first month > $500,000 (home_health)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0174.png,66,187909047.29999998
H0175,"H0175 — Sudden provider appearance: first month > $500,000 (behavioral)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0175.png,66,187909047.29999998
H0176,"H0176 — Sudden provider appearance: first month > $100,000 (p95_threshold)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0176.png,66,187909047.3
H0177,"H0177 — Sudden provider appearance: first month > $250,000 (covid_era)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0177.png,66,187909047.29999998
H0178,"H0178 — Sudden provider appearance: first month > $500,000 (covid_era)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0178.png,66,187909047.29999998
H0179,"H0179 — Sudden provider appearance: first month > $100,000 (cluster_appearance)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0179.png,66,187909047.3
H0180,"H0180 — Sudden provider appearance: first month > $250,000 (cluster_appearance)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0180.png,66,187909047.29999998
H0181,"H0181 — Sudden provider appearance: first month > $500,000 (dme)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0181.png,66,187909047.3
H0182,"H0182 — Sudden provider appearance: first month > $100,000 (transport)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0182.png,66,187909047.3
H0183,"H0183 — Sudden provider appearance: first month > $250,000 (pharmacy)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0183.png,66,187909047.3
H0184,"H0184 — Sudden provider appearance: first month > $1,000,000 (any_category)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0184.png,66,187909047.29999998
H0185,"H0185 — Sudden provider appearance: first month > $500,000 (post_2022)","Top 20 flagged providers · 66 total · $187,909,047 estimated exposure",output/cards/hypotheses/H0185.png,66,187909047.30000004
H0186,"H0186 — Sudden disappearance: >12mo, >$100,000/mo avg (all)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0186.png,1000,27227056688.119995
H0187,"H0187 — Sudden disappearance: >12mo, >$250,000/mo avg (all)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0187.png,1000,27227056688.120003
H0188,"H0188 — Sudden disappearance: >12mo, >$500,000/mo avg (all)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0188.png,1000,27227056688.120007
H0189,"H0189 — Sudden disappearance: >12mo, >$1,000,000/mo avg (all)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0189.png,1000,27227056688.120007
H0190,"H0190 — Sudden disappearance: >24mo, >$100,000/mo avg (long_active)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0190.png,1000,27227056688.119995
H0191,"H0191 — Sudden disappearance: >24mo, >$250,000/mo avg (long_active)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0191.png,1000,27227056688.120003
H0192,"H0192 — Sudden disappearance: >12mo, >$100,000/mo avg (spike_then_vanish)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0192.png,1000,27227056688.120003
H0193,"H0193 — Sudden disappearance: >12mo, >$250,000/mo avg (spike_then_vanish)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0193.png,1000,27227056688.120007
H0194,"H0194 — Sudden disappearance: >12mo, >$500,000/mo avg (spike_then_vanish)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0194.png,1000,27227056688.120003
H0195,"H0195 — Sudden disappearance: >12mo, >$100,000/mo avg (coordinated)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0195.png,1000,27227056688.119995
H0196,"H0196 — Sudden disappearance: >12mo, >$250,000/mo avg (coordinated)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0196.png,1000,27227056688.120003
H0197,"H0197 — Sudden disappearance: >12mo, >$100,000/mo avg (home_health)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0197.png,1000,27227056688.12
H0198,"H0198 — Sudden disappearance: >12mo, >$100,000/mo avg (behavioral)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0198.png,1000,27227056688.119995
H0199,"H0199 — Sudden disappearance: >6mo, >$100,000/mo avg (rapid_exit)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0199.png,1000,27227056688.119995
H0200,"H0200 — Sudden disappearance: >6mo, >$250,000/mo avg (rapid_exit)","Top 20 flagged providers · 1000 total · $27,227,056,688 estimated exposure",output/cards/hypotheses/H0200.png,1000,27227056688.120003
H0201,H0201 — year-over-year growth > 300% (all),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0201.png,1804,25006825270.19
H0202,H0202 — year-over-year growth > 500% (all),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0202.png,1804,25006825270.190002
H0203,H0203 — year-over-year growth > 1000% (all),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0203.png,1804,25006825270.19
H0204,H0204 — year-over-year growth > 300% (home_health),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0204.png,1804,25006825270.190002
H0205,H0205 — year-over-year growth > 500% (home_health),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0205.png,1804,25006825270.19
H0206,H0206 — year-over-year growth > 300% (behavioral),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0206.png,1804,25006825270.18999
H0207,H0207 — year-over-year growth > 500% (behavioral),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0207.png,1804,25006825270.189995
H0208,H0208 — year-over-year growth > 300% (rate_driven),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0208.png,1804,25006825270.19
H0209,H0209 — year-over-year growth > 500% (rate_driven),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0209.png,1804,25006825270.19
H0210,H0210 — year-over-year growth > 300% (sustained_3yr),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0210.png,1804,25006825270.189995
H0211,H0211 — year-over-year growth > 500% (sustained_3yr),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0211.png,1804,25006825270.190002
H0212,H0212 — year-over-year growth > 1000% (full_period),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0212.png,1804,25006825270.19
H0213,H0213 — year-over-year growth > 300% (code_expansion),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0213.png,1804,25006825270.19
H0214,H0214 — year-over-year growth > 500% (code_expansion),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0214.png,1804,25006825270.190002
H0215,H0215 — year-over-year growth > 300% (post_covid),"Top 20 flagged providers · 1804 total · $25,006,825,270 estimated exposure",output/cards/hypotheses/H0215.png,1804,25006825270.189995
H0216,H0216 — Seasonal violation: flat_in_seasonal (Home Health),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0216.png,80,1366747814.9599998
H0217,H0217 — Seasonal violation: flat_in_seasonal (Behavioral Health),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0217.png,80,1366747814.9599998
H0218,H0218 — Seasonal violation: flat_in_seasonal (E&M),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0218.png,80,1366747814.96
H0219,H0219 — Seasonal violation: flat_in_seasonal (Therapy),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0219.png,80,1366747814.96
H0220,H0220 — Seasonal violation: flat_in_seasonal (DME),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0220.png,80,1366747814.9599998
H0221,H0221 — Seasonal violation: inverse_seasonality (all),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0221.png,80,1366747814.9599998
H0222,H0222 — Seasonal violation: inverse_seasonality (Home Health),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0222.png,80,1366747814.96
H0223,H0223 — Seasonal violation: uniform_monthly (all),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0223.png,80,1366747814.96
H0224,H0224 — Seasonal violation: uniform_monthly (high_paid),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0224.png,80,1366747814.96
H0225,H0225 — Seasonal violation: single_month_dominance (all),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0225.png,80,1366747814.96
H0226,H0226 — Seasonal violation: single_month_dominance (home_health),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0226.png,80,1366747814.96
H0227,H0227 — Seasonal violation: cv_extremely_low (all),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0227.png,80,1366747814.96
H0228,H0228 — Seasonal violation: cv_extremely_low (high_paid),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0228.png,80,1366747814.9599998
H0229,H0229 — Seasonal violation: weekend_holiday_billing (all),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0229.png,80,1366747814.96
H0230,H0230 — Seasonal violation: quarterly_pattern (all),"Top 20 flagged providers · 80 total · $1,366,747,815 estimated exposure",output/cards/hypotheses/H0230.png,80,1366747814.9600003
H0231,H0231 — COVID-period anomaly: >2x pre-COVID (all),"Top 20 flagged providers · 1000 total · $13,681,838,485 estimated exposure",output/cards/hypotheses/H0231.png,1000,13681838485.2
H0232,H0232 — COVID-period anomaly: >3x pre-COVID (all),"Top 20 flagged providers · 1000 total · $13,681,838,485 estimated exposure",output/cards/hypotheses/H0232.png,1000,13681838485.199995
