rank,type,title,score_total,score_impact,score_validation,score_novelty,hypothesis_id,method,num_findings,total_impact,providers,card_path,source_card_path
377,hypothesis,"H0171 — Sudden provider appearance: first month > $500,000 (all)",0.4371,0.4453,0.2801,0.6522,H0171,sudden_appearance,66,187909047,66,output/cards/merged/377_H0171.png,output/cards/hypotheses/H0171.png
378,hypothesis,"H0180 — Sudden provider appearance: first month > $250,000 (cluster_appearance)",0.4371,0.4453,0.2801,0.6522,H0180,sudden_appearance,66,187909047,66,output/cards/merged/378_H0180.png,output/cards/hypotheses/H0180.png
379,hypothesis,H0318 — Total claims > 10x peer median for T2024 (Service assessment/plan of...),0.4331,0.5140,0.2972,0.4348,H0318,peer_volume,82,504225473,82,output/cards/merged/379_H0318.png,output/cards/hypotheses/H0318.png
380,hypothesis,"H0271 — Paid per claim > 2x peer median for T1019 (Personal care services, per...)",0.4315,0.5987,0.4406,0.0000,H0271,peer_rate,500,1702362038,500,output/cards/merged/380_H0271.png,output/cards/hypotheses/H0271.png
381,hypothesis,"H0300 — Paid per claim > 2x peer median for T1017 (Targeted case management,...)",0.4305,0.5967,0.4406,0.0000,H0300,peer_rate,500,1655476046,500,output/cards/merged/381_H0300.png,output/cards/hypotheses/H0300.png
382,hypothesis,H0004 — paid per claim far above peers > 3.0 for 99214 (Code 99214),0.4300,0.5608,0.4987,0.0000,H0004,z_score_paid_per_claim,1037,988060582,1037,output/cards/merged/382_H0004.png,output/cards/hypotheses/H0004.png
383,hypothesis,H0273 — Paid per claim > 2x peer median for 99213 (Code 99213),0.4202,0.5761,0.4406,0.0000,H0273,peer_rate,500,1230500795,500,output/cards/merged/383_H0273.png,output/cards/hypotheses/H0273.png
384,hypothesis,H0010 — paid per claim far above peers > 3.0 for 99212 (Code 99212),0.4190,0.5651,0.4547,0.0000,H0010,z_score_paid_per_claim,597,1051166042,597,output/cards/merged/384_H0010.png,output/cards/hypotheses/H0010.png
385,hypothesis,"H0032 — claims per beneficiary far above peers > 3.0 for T1015 (Clinic visit/encounter,...",0.4139,0.6077,0.3669,0.0000,H0032,z_score_claims_per_bene,198,1937888271,198,output/cards/merged/385_H0032.png,output/cards/hypotheses/H0032.png
386,hypothesis,H0280 — Paid per claim > 2x peer median for 99212 (Code 99212),0.4139,0.5635,0.4406,0.0000,H0280,peer_rate,500,1026549306,500,output/cards/merged/386_H0280.png,output/cards/hypotheses/H0280.png
387,hypothesis,H0298 — Paid per claim > 2x peer median for H0036 (Community psychiatric...),0.4134,0.5624,0.4406,0.0000,H0298,peer_rate,500,1010741861,500,output/cards/merged/387_H0298.png,output/cards/hypotheses/H0298.png
388,hypothesis,H0299 — Paid per claim > 2x peer median for H0004 (Behavioral health counseling...),0.4102,0.5561,0.4406,0.0000,H0299,peer_rate,500,924117869,500,output/cards/merged/388_H0299.png,output/cards/hypotheses/H0299.png
389,hypothesis,H0025 — paid per claim far above peers > 3.0 for 90837 (Code 90837),0.4100,0.5551,0.4415,0.0000,H0025,z_score_paid_per_claim,506,910778140,506,output/cards/merged/389_H0025.png,output/cards/hypotheses/H0025.png
390,hypothesis,H0295 — Paid per claim > 2x peer median for 90837 (Code 90837),0.4095,0.5547,0.4406,0.0000,H0295,peer_rate,500,904920422,500,output/cards/merged/390_H0295.png,output/cards/hypotheses/H0295.png
391,hypothesis,"H0481 — New network > $5,000,000 in first 12 months",0.4087,0.4396,0.1948,0.6522,H0481,new_network,22,173266358,25,output/cards/merged/391_H0481.png,output/cards/hypotheses/H0481.png
392,hypothesis,"H0475 — New network > $5,000,000 in first 6 months",0.4087,0.4396,0.1948,0.6522,H0475,new_network,22,173266358,25,output/cards/merged/392_H0475.png,output/cards/hypotheses/H0475.png
393,hypothesis,"H0472 — New network > $5,000,000 in first 12 months",0.4087,0.4396,0.1948,0.6522,H0472,new_network,22,173266358,25,output/cards/merged/393_H0472.png,output/cards/hypotheses/H0472.png
394,hypothesis,"H0002 — paid per claim far above peers > 3.0 for T1015 (Clinic visit/encounter, all-...)",0.4084,0.5996,0.3620,0.0000,H0002,z_score_paid_per_claim,186,1725513688,186,output/cards/merged/394_H0002.png,output/cards/hypotheses/H0002.png
395,hypothesis,H0287 — Paid per claim > 2x peer median for 99211 (Code 99211),0.4055,0.5467,0.4406,0.0000,H0287,peer_rate,500,807387045,500,output/cards/merged/395_H0287.png,output/cards/hypotheses/H0287.png
396,hypothesis,H0337 — Claims per bene > 3x peer median for 99211 (Code 99211),0.3958,0.3961,0.3693,0.4348,H0337,peer_concentration,204,92766737,204,output/cards/merged/396_H0337.png,output/cards/hypotheses/H0337.png
397,hypothesis,H0279 — Paid per claim > 2x peer median for T2025 (Waiver services; not...),0.3947,0.5812,0.3470,0.0000,H0279,peer_rate,154,1325231881,154,output/cards/merged/397_H0279.png,output/cards/hypotheses/H0279.png
398,hypothesis,H0274 — Paid per claim > 2x peer median for 99214 (Code 99214),0.3940,0.5236,0.4406,0.0000,H0274,peer_rate,500,578676748,500,output/cards/merged/398_H0274.png,output/cards/hypotheses/H0274.png
399,hypothesis,H0033 — claims per beneficiary far above peers > 3.0 for 99213 (Code 99213),0.3857,0.4580,0.5224,0.0000,H0033,z_score_claims_per_bene,1396,225607476,1396,output/cards/merged/399_H0033.png,output/cards/hypotheses/H0033.png
400,hypothesis,"H0001 — paid per claim far above peers > 3.0 for T1019 (Personal care services, per...)",0.3855,0.5539,0.3620,0.0000,H0001,z_score_paid_per_claim,186,894920412,186,output/cards/merged/400_H0001.png,output/cards/hypotheses/H0001.png
401,hypothesis,H0294 — Paid per claim > 2x peer median for 90834 (Code 90834),0.3832,0.5021,0.4406,0.0000,H0294,peer_rate,500,425092192,500,output/cards/merged/401_H0294.png,output/cards/hypotheses/H0294.png
402,hypothesis,H0291 — Paid per claim > 2x peer median for 92507 (Code 92507),0.3811,0.4979,0.4406,0.0000,H0291,peer_rate,500,400058138,500,output/cards/merged/402_H0291.png,output/cards/hypotheses/H0291.png
403,hypothesis,"H0281 — Paid per claim > 2x peer median for T1020 (Personal care services, per...)",0.3809,0.5433,0.3641,0.0000,H0281,peer_rate,191,768238282,191,output/cards/merged/403_H0281.png,output/cards/hypotheses/H0281.png
404,hypothesis,H0296 — Paid per claim > 2x peer median for 90832 (Code 90832),0.3807,0.4970,0.4406,0.0000,H0296,peer_rate,500,394915192,500,output/cards/merged/404_H0296.png,output/cards/hypotheses/H0296.png
405,hypothesis,H0290 — Paid per claim > 2x peer median for 97530 (Code 97530),0.3798,0.4953,0.4406,0.0000,H0290,peer_rate,500,385701732,500,output/cards/merged/405_H0290.png,output/cards/hypotheses/H0290.png
406,hypothesis,H0017 — paid per claim far above peers > 3.0 for 99211 (Code 99211),0.3785,0.5217,0.3922,0.0000,H0017,z_score_paid_per_claim,272,563337759,272,output/cards/merged/406_H0017.png,output/cards/hypotheses/H0017.png
407,hypothesis,H0289 — Paid per claim > 2x peer median for 97110 (Code 97110),0.3780,0.4917,0.4406,0.0000,H0289,peer_rate,500,366142054,500,output/cards/merged/407_H0289.png,output/cards/hypotheses/H0289.png
408,hypothesis,H0034 — claims per beneficiary far above peers > 3.0 for 99214 (Code 99214),0.3772,0.4504,0.5066,0.0000,H0034,z_score_claims_per_bene,1145,202431673,1145,output/cards/merged/408_H0034.png,output/cards/hypotheses/H0034.png
409,hypothesis,H0276 — Paid per claim > 2x peer median for T2003 (Non-emergency transportation;...),0.3766,0.4889,0.4406,0.0000,H0276,peer_rate,500,351710888,500,output/cards/merged/409_H0276.png,output/cards/hypotheses/H0276.png
410,hypothesis,H0278 — Paid per claim > 2x peer median for 99215 (Code 99215),0.3749,0.4855,0.4406,0.0000,H0278,peer_rate,500,334791476,500,output/cards/merged/410_H0278.png,output/cards/hypotheses/H0278.png
411,hypothesis,"H0297 — Paid per claim > 2x peer median for H0031 (Mental health assessment, by...)",0.3684,0.4724,0.4406,0.0000,H0297,peer_rate,500,277658951,500,output/cards/merged/411_H0297.png,output/cards/hypotheses/H0297.png
412,hypothesis,H0024 — paid per claim far above peers > 3.0 for 90834 (Code 90834),0.3670,0.4836,0.4173,0.0000,H0024,z_score_paid_per_claim,373,325753182,373,output/cards/merged/412_H0024.png,output/cards/hypotheses/H0024.png
413,hypothesis,H0275 — Paid per claim > 2x peer median for H0015 (Alcohol and/or drug services;...),0.3647,0.5082,0.3685,0.0000,H0275,peer_rate,202,464359646,202,output/cards/merged/413_H0275.png,output/cards/hypotheses/H0275.png
414,hypothesis,H0055 — claims per beneficiary far above peers > 3.0 for 90837 (Code 90837),0.3572,0.4451,0.4489,0.0000,H0055,z_score_claims_per_bene,555,187537657,555,output/cards/merged/414_H0055.png,output/cards/hypotheses/H0055.png
415,hypothesis,H0049 — claims per beneficiary far above peers > 3.0 for 97110 (Code 97110),0.3555,0.4370,0.4567,0.0000,H0049,z_score_claims_per_bene,612,167003423,612,output/cards/merged/415_H0049.png,output/cards/hypotheses/H0049.png
416,hypothesis,H0324 — Claims per bene > 3x peer median for 99214 (Code 99214),0.3541,0.3342,0.3336,0.4348,H0324,peer_concentration,130,38103295,130,output/cards/merged/416_H0324.png,output/cards/hypotheses/H0324.png
417,hypothesis,H0054 — claims per beneficiary far above peers > 3.0 for 90834 (Code 90834),0.3522,0.4554,0.4149,0.0000,H0054,z_score_claims_per_bene,362,217385872,362,output/cards/merged/417_H0054.png,output/cards/hypotheses/H0054.png
418,hypothesis,H0008 — paid per claim far above peers > 3.0 for 99215 (Code 99215),0.3515,0.4675,0.3925,0.0000,H0008,z_score_paid_per_claim,273,258725877,273,output/cards/merged/418_H0008.png,output/cards/hypotheses/H0008.png
419,hypothesis,H0050 — claims per beneficiary far above peers > 3.0 for 97530 (Code 97530),0.3506,0.4353,0.4431,0.0000,H0050,z_score_claims_per_bene,516,162959615,516,output/cards/merged/419_H0050.png,output/cards/hypotheses/H0050.png
420,hypothesis,H0323 — Claims per bene > 3x peer median for 99213 (Code 99213),0.3488,0.3176,0.3433,0.4348,H0323,peer_concentration,147,30023692,147,output/cards/merged/420_H0323.png,output/cards/hypotheses/H0323.png
421,hypothesis,"H0277 — Paid per claim > 2x peer median for T1005 (Respite care services, up to...)",0.3447,0.4489,0.4007,0.0000,H0277,peer_rate,303,197957158,303,output/cards/merged/421_H0277.png,output/cards/hypotheses/H0277.png
422,hypothesis,H0056 — claims per beneficiary far above peers > 3.0 for 90832 (Code 90832),0.3443,0.4560,0.3877,0.0000,H0056,z_score_claims_per_bene,257,219188072,257,output/cards/merged/422_H0056.png,output/cards/hypotheses/H0056.png
423,hypothesis,H0286 — Paid per claim > 2x peer median for 99202 (Code 99202),0.3371,0.4099,0.4406,0.0000,H0286,peer_rate,500,113119149,500,output/cards/merged/423_H0286.png,output/cards/hypotheses/H0286.png
424,hypothesis,"H0484 — New network > $10,000,000 in first 24 months",0.3366,0.3685,0.0731,0.6522,H0484,new_network,4,62356681,4,output/cards/merged/424_H0484.png,output/cards/hypotheses/H0484.png
425,hypothesis,"H0473 — New network > $10,000,000 in first 12 months",0.3366,0.3685,0.0731,0.6522,H0473,new_network,4,62356681,4,output/cards/merged/425_H0473.png,output/cards/hypotheses/H0473.png
426,hypothesis,H0013 — paid per claim far above peers > 3.0 for H2016 (Comprehensive community...),0.3334,0.5246,0.2369,0.0000,H0013,z_score_paid_per_claim,38,587614660,38,output/cards/merged/426_H0013.png,output/cards/hypotheses/H0013.png
427,hypothesis,H0059 — claims per beneficiary far above peers > 3.0 for H0004 (Behavioral health...,0.3325,0.4573,0.3460,0.0000,H0059,z_score_claims_per_bene,152,223498865,152,output/cards/merged/427_H0059.png,output/cards/hypotheses/H0059.png
428,hypothesis,H0284 — Paid per claim > 2x peer median for 99203 (Code 99203),0.3318,0.3993,0.4406,0.0000,H0284,peer_rate,500,97118450,500,output/cards/merged/428_H0284.png,output/cards/hypotheses/H0284.png
429,hypothesis,H0042 — claims per beneficiary far above peers > 3.0 for H2015 (Comprehensive...,0.3310,0.4970,0.2752,0.0000,H0042,z_score_claims_per_bene,62,395012341,62,output/cards/merged/429_H0042.png,output/cards/hypotheses/H0042.png
430,hypothesis,H0014 — paid per claim far above peers > 3.0 for 99203 (Code 99203),0.3310,0.3994,0.4378,0.0000,H0014,z_score_paid_per_claim,483,97207951,483,output/cards/merged/430_H0014.png,output/cards/hypotheses/H0014.png
431,hypothesis,H0021 — paid per claim far above peers > 3.0 for 92507 (Code 92507),0.3302,0.4581,0.3372,0.0000,H0021,z_score_paid_per_claim,136,226135122,136,output/cards/merged/431_H0021.png,output/cards/hypotheses/H0021.png
432,hypothesis,H0292 — Paid per claim > 2x peer median for 97140 (Code 97140),0.3289,0.3935,0.4406,0.0000,H0292,peer_rate,500,89348326,500,output/cards/merged/432_H0292.png,output/cards/hypotheses/H0292.png
433,hypothesis,H0020 — paid per claim far above peers > 3.0 for 97530 (Code 97530),0.3288,0.4525,0.3417,0.0000,H0020,z_score_paid_per_claim,144,208462981,144,output/cards/merged/433_H0020.png,output/cards/hypotheses/H0020.png
434,hypothesis,H0285 — Paid per claim > 2x peer median for 99204 (Code 99204),0.3281,0.3919,0.4406,0.0000,H0285,peer_rate,500,87267470,500,output/cards/merged/434_H0285.png,output/cards/hypotheses/H0285.png
435,hypothesis,H0026 — paid per claim far above peers > 3.0 for 90832 (Code 90832),0.3274,0.4285,0.3771,0.0000,H0026,z_score_paid_per_claim,225,147631477,225,output/cards/merged/435_H0026.png,output/cards/hypotheses/H0026.png
436,hypothesis,H0019 — paid per claim far above peers > 3.0 for 97110 (Code 97110),0.3241,0.4323,0.3598,0.0000,H0019,z_score_paid_per_claim,181,156058120,181,output/cards/merged/436_H0019.png,output/cards/hypotheses/H0019.png
437,hypothesis,H0058 — claims per beneficiary far above peers > 3.0 for H0036 (Community psychiatric...),0.3217,0.5000,0.2390,0.0000,H0058,z_score_claims_per_bene,39,412698082,39,output/cards/merged/437_H0058.png,output/cards/hypotheses/H0058.png
438,hypothesis,H0060 — claims per beneficiary far above peers > 3.0 for T1017 (Targeted case...,0.3191,0.4430,0.3253,0.0000,H0060,z_score_claims_per_bene,117,181917157,117,output/cards/merged/438_H0060.png,output/cards/hypotheses/H0060.png
439,hypothesis,H0051 — claims per beneficiary far above peers > 3.0 for 92507 (Code 92507),0.3181,0.3984,0.3962,0.0000,H0051,z_score_claims_per_bene,286,95897885,286,output/cards/merged/439_H0051.png,output/cards/hypotheses/H0051.png
440,hypothesis,"H0030 — paid per claim far above peers > 3.0 for T1017 (Targeted case management,...)",0.3149,0.4625,0.2789,0.0000,H0030,z_score_paid_per_claim,65,240873251,65,output/cards/merged/440_H0030.png,output/cards/hypotheses/H0030.png
441,hypothesis,H0293 — Paid per claim > 2x peer median for 97116 (Code 97116),0.3133,0.3622,0.4406,0.0000,H0293,peer_rate,500,56978494,500,output/cards/merged/441_H0293.png,output/cards/hypotheses/H0293.png
442,hypothesis,H0036 — claims per beneficiary far above peers > 3.0 for T2003 (Non-emergency...,0.3091,0.4344,0.3063,0.0000,H0036,z_score_claims_per_bene,92,160783813,92,output/cards/merged/442_H0036.png,output/cards/hypotheses/H0036.png
443,hypothesis,H0038 — claims per beneficiary far above peers > 3.0 for 99215 (Code 99215),0.3044,0.3590,0.4162,0.0000,H0038,z_score_claims_per_bene,368,54455398,368,output/cards/merged/443_H0038.png,output/cards/hypotheses/H0038.png
444,hypothesis,H0328 — Claims per bene > 3x peer median for 99215 (Code 99215),0.3013,0.2644,0.2739,0.4348,H0328,peer_concentration,61,13973603,61,output/cards/merged/444_H0328.png,output/cards/hypotheses/H0328.png
445,hypothesis,H0006 — paid per claim far above peers > 3.0 for T2003 (Non-emergency transportation;...),0.2983,0.4014,0.3253,0.0000,H0006,z_score_paid_per_claim,117,100113159,117,output/cards/merged/445_H0006.png,output/cards/hypotheses/H0006.png
446,hypothesis,H0029 — paid per claim far above peers > 3.0 for H0004 (Behavioral health counseling...),0.2965,0.4336,0.2658,0.0000,H0029,z_score_paid_per_claim,55,158923712,55,output/cards/merged/446_H0029.png,output/cards/hypotheses/H0029.png
447,hypothesis,H0325 — Claims per bene > 3x peer median for H0015 (Alcohol and/or drug services;...),0.2956,0.3509,0.1106,0.4348,H0325,peer_concentration,7,48432181,7,output/cards/merged/447_H0325.png,output/cards/hypotheses/H0325.png
448,hypothesis,H0015 — paid per claim far above peers > 3.0 for 99204 (Code 99204),0.2921,0.3509,0.3889,0.0000,H0015,z_score_paid_per_claim,261,48462468,261,output/cards/merged/448_H0015.png,output/cards/hypotheses/H0015.png
449,hypothesis,H0005 — paid per claim far above peers > 3.0 for H0015 (Alcohol and/or drug services;...),0.2907,0.4369,0.2409,0.0000,H0005,z_score_paid_per_claim,40,166628723,40,output/cards/merged/449_H0005.png,output/cards/hypotheses/H0005.png
450,hypothesis,H0016 — paid per claim far above peers > 3.0 for 99202 (Code 99202),0.2898,0.3586,0.3681,0.0000,H0016,z_score_paid_per_claim,201,54146962,201,output/cards/merged/450_H0016.png,output/cards/hypotheses/H0016.png
451,hypothesis,"H0321 — Claims per bene > 3x peer median for T1019 (Personal care services, per...)",0.2885,0.3214,0.1360,0.4348,H0321,peer_concentration,10,31719894,10,output/cards/merged/451_H0321.png,output/cards/hypotheses/H0321.png
452,hypothesis,H0047 — claims per beneficiary far above peers > 3.0 for 99211 (Code 99211),0.2879,0.3452,0.3842,0.0000,H0047,z_score_claims_per_bene,246,44667358,246,output/cards/merged/452_H0047.png,output/cards/hypotheses/H0047.png
453,hypothesis,H0338 — Claims per bene > 3x peer median for T2024 (Service assessment/plan of...),0.2821,0.2756,0.1913,0.4348,H0338,peer_concentration,21,16420264,21,output/cards/merged/453_H0338.png,output/cards/hypotheses/H0338.png
454,hypothesis,H0057 — claims per beneficiary far above peers > 3.0 for H0031 (Mental health...,0.2818,0.3769,0.3113,0.0000,H0057,z_score_claims_per_bene,98,70429801,98,output/cards/merged/454_H0057.png,output/cards/hypotheses/H0057.png
455,hypothesis,"H0027 — paid per claim far above peers > 3.0 for H0031 (Mental health assessment, by...)",0.2789,0.3808,0.2952,0.0000,H0027,z_score_paid_per_claim,80,74387666,80,output/cards/merged/455_H0027.png,output/cards/hypotheses/H0027.png
456,hypothesis,"H0011 — paid per claim far above peers > 3.0 for T1020 (Personal care services, per...)",0.2782,0.4355,0.2015,0.0000,H0011,z_score_paid_per_claim,24,163418711,24,output/cards/merged/456_H0011.png,output/cards/hypotheses/H0011.png
457,hypothesis,H0035 — claims per beneficiary far above peers > 3.0 for H0015 (Alcohol and/or drug...,0.2781,0.4234,0.2212,0.0000,H0035,z_score_claims_per_bene,31,137341446,31,output/cards/merged/457_H0035.png,output/cards/hypotheses/H0035.png
458,hypothesis,H0040 — claims per beneficiary far above peers > 3.0 for 99212 (Code 99212),0.2734,0.2844,0.4375,0.0000,H0040,z_score_claims_per_bene,481,18627936,481,output/cards/merged/458_H0040.png,output/cards/hypotheses/H0040.png
459,hypothesis,"H0031 — claims per beneficiary far above peers > 3.0 for T1019 (Personal care services,...",0.2734,0.3946,0.2535,0.0000,H0031,z_score_claims_per_bene,47,90771056,47,output/cards/merged/459_H0031.png,output/cards/hypotheses/H0031.png
460,hypothesis,H0330 — Claims per bene > 3x peer median for 99212 (Code 99212),0.2699,0.1936,0.2870,0.4348,H0330,peer_concentration,72,5059911,72,output/cards/merged/460_H0330.png,output/cards/hypotheses/H0330.png
461,hypothesis,H0022 — paid per claim far above peers > 3.0 for 97140 (Code 97140),0.2476,0.3109,0.3071,0.0000,H0022,z_score_paid_per_claim,93,27259423,93,output/cards/merged/461_H0022.png,output/cards/hypotheses/H0022.png
462,hypothesis,H0012 — paid per claim far above peers > 3.0 for H2015 (Comprehensive community...),0.2452,0.3425,0.2466,0.0000,H0012,z_score_paid_per_claim,43,42913419,43,output/cards/merged/462_H0012.png,output/cards/hypotheses/H0012.png
463,hypothesis,H0045 — claims per beneficiary far above peers > 3.0 for 99204 (Code 99204),0.2424,0.2485,0.3936,0.0000,H0045,z_score_claims_per_bene,277,11133673,277,output/cards/merged/463_H0045.png,output/cards/hypotheses/H0045.png
464,hypothesis,"H0007 — paid per claim far above peers > 3.0 for T1005 (Respite care services, up to...)",0.2397,0.3398,0.2327,0.0000,H0007,z_score_paid_per_claim,36,41315591,36,output/cards/merged/464_H0007.png,output/cards/hypotheses/H0007.png
465,hypothesis,H0288 — Paid per claim > 2x peer median for T2024 (Service assessment/plan of...),0.2264,0.2840,0.2813,0.0000,H0288,peer_rate,67,18540138,67,output/cards/merged/465_H0288.png,output/cards/hypotheses/H0288.png
466,hypothesis,H0023 — paid per claim far above peers > 3.0 for 97116 (Code 97116),0.2248,0.2743,0.2922,0.0000,H0023,z_score_paid_per_claim,77,16111937,77,output/cards/merged/466_H0023.png,output/cards/hypotheses/H0023.png
467,hypothesis,H0044 — claims per beneficiary far above peers > 3.0 for 99203 (Code 99203),0.2184,0.1995,0.3956,0.0000,H0044,z_score_claims_per_bene,284,5502797,284,output/cards/merged/467_H0044.png,output/cards/hypotheses/H0044.png
468,hypothesis,H0052 — claims per beneficiary far above peers > 3.0 for 97140 (Code 97140),0.2184,0.2209,0.3598,0.0000,H0052,z_score_claims_per_bene,181,7487861,181,output/cards/merged/468_H0052.png,output/cards/hypotheses/H0052.png
469,hypothesis,H0039 — claims per beneficiary far above peers > 3.0 for T2025 (Waiver services; not...),0.2161,0.3797,0.0876,0.0000,H0039,z_score_claims_per_bene,5,73285399,5,output/cards/merged/469_H0039.png,output/cards/hypotheses/H0039.png
470,hypothesis,H0043 — claims per beneficiary far above peers > 3.0 for H2016 (Comprehensive...,0.2132,0.3544,0.1200,0.0000,H0043,z_score_claims_per_bene,8,50915716,8,output/cards/merged/470_H0043.png,output/cards/hypotheses/H0043.png
471,hypothesis,H0028 — paid per claim far above peers > 3.0 for H0036 (Community psychiatric...),0.2052,0.3080,0.1707,0.0000,H0028,z_score_paid_per_claim,16,26149112,16,output/cards/merged/471_H0028.png,output/cards/hypotheses/H0028.png
472,hypothesis,H0009 — paid per claim far above peers > 3.0 for T2025 (Waiver services; not...),0.2028,0.3393,0.1106,0.0000,H0009,z_score_paid_per_claim,7,41012525,7,output/cards/merged/472_H0009.png,output/cards/hypotheses/H0009.png
473,hypothesis,H0053 — claims per beneficiary far above peers > 3.0 for 97116 (Code 97116),0.1981,0.2430,0.2552,0.0000,H0053,z_score_claims_per_bene,48,10289361,48,output/cards/merged/473_H0053.png,output/cards/hypotheses/H0053.png
474,hypothesis,H0046 — claims per beneficiary far above peers > 3.0 for 99202 (Code 99202),0.1926,0.1872,0.3299,0.0000,H0046,z_score_claims_per_bene,124,4614887,124,output/cards/merged/474_H0046.png,output/cards/hypotheses/H0046.png
475,hypothesis,H0336 — Claims per bene > 3x peer median for 99202 (Code 99202),0.1844,0.1349,0.0999,0.4348,H0336,peer_concentration,6,2176269,6,output/cards/merged/475_H0336.png,output/cards/hypotheses/H0336.png
476,hypothesis,H0335 — Claims per bene > 3x peer median for 99204 (Code 99204),0.1811,0.1163,0.1200,0.4348,H0335,peer_concentration,8,1665730,8,output/cards/merged/476_H0335.png,output/cards/hypotheses/H0335.png
477,hypothesis,"H0331 — Claims per bene > 3x peer median for T1020 (Personal care services, per...)",0.1793,0.1847,0.0000,0.4348,H0331,peer_concentration,1,4451305,1,output/cards/merged/477_H0331.png,output/cards/hypotheses/H0331.png
478,hypothesis,H0048 — claims per beneficiary far above peers > 3.0 for T2024 (Service assessment/plan...,0.1399,0.2079,0.1200,0.0000,H0048,z_score_claims_per_bene,8,6208687,8,output/cards/merged/478_H0048.png,output/cards/hypotheses/H0048.png
479,hypothesis,H0334 — Claims per bene > 3x peer median for 99203 (Code 99203),0.1298,0.0000,0.1429,0.4348,H0334,peer_concentration,11,313358,11,output/cards/merged/479_H0334.png,output/cards/hypotheses/H0334.png
480,hypothesis,H0018 — paid per claim far above peers > 3.0 for T2024 (Service assessment/plan of...),0.1268,0.1640,0.1493,0.0000,H0018,z_score_paid_per_claim,12,3305054,12,output/cards/merged/480_H0018.png,output/cards/hypotheses/H0018.png
481,hypothesis,"H0327 — Claims per bene > 3x peer median for T1005 (Respite care services, up to...)",0.1135,0.0336,0.0323,0.4348,H0327,peer_concentration,2,508015,2,output/cards/merged/481_H0327.png,output/cards/hypotheses/H0327.png
482,hypothesis,"H0041 — claims per beneficiary far above peers > 3.0 for T1020 (Personal care services,...",0.0924,0.1847,0.0000,0.0000,H0041,z_score_claims_per_bene,1,4451305,1,output/cards/merged/482_H0041.png,output/cards/hypotheses/H0041.png
483,hypothesis,"H0037 — claims per beneficiary far above peers > 3.0 for T1005 (Respite care services,...",0.0425,0.0411,0.0731,0.0000,H0037,z_score_claims_per_bene,4,565686,4,output/cards/merged/483_H0037.png,output/cards/hypotheses/H0037.png
