state,claim_month,total_paid,total_claims,total_beneficiaries,num_providers
GA,2022-03,83745910.88,1740331,1177116,1271
NV,2018-04,83690421.22,1661462,1047183,4207
RI,2021-11,83689060.94,881537,459360,2199
MT,2024-02,83570649.44999996,989633,376781,1374
GA,2023-01,83526327.32000001,1689908,1153332,1184
GA,2023-08,83331705.09,1711274,1183225,1138
GA,2022-09,83233589.94,1718946,1160632,1181
OK,2018-10,83194497.02,1241098,915923,2613
ME,2020-04,83180833.8,664489,326868,904
OK,2020-10,83173983.49999999,1109117,810097,2394
KS,2020-03,83152557.73999998,1050342,564606,1852
KS,2018-02,83004819.3,1223549,729419,2212
GA,2022-11,82897051.80999999,1629275,1107470,1146
MT,2022-11,82893302.95,1029736,444406,1535
KS,2019-06,82885306.44,1067981,603433,1838
NH,2022-10,82877254.93999998,710185,302111,834
OK,2020-09,82830213.74000001,1102146,807106,2423
MT,2022-09,82795096.42999999,1033746,444468,1510
AR,2019-01,82765999.72000001,1922132,1162002,3052
KS,2018-11,82729552.03999999,1147578,637950,2017
NH,2024-04,82686363.93,515240,244247,801
AR,2020-06,82649586.73000002,1813567,966621,2701
RI,2020-01,82614920.64,966083,509181,2026
AK,2023-01,82607619.22,558209,296811,943
IL,2024-12,82570128.13000001,1841879,1453397,8659
PA,2020-07,82545734.37,1299339,842330,2115
AR,2018-01,82494647.78,2146684,1214074,3074
AK,2022-08,82428609.33000001,549866,292007,940
NV,2020-03,82352485.73,1786734,1055509,2207
AK,2019-04,82314406.05000001,631479,308729,915
OR,2020-12,82256006.19000001,1897257,1139536,2451
MT,2023-05,82250574.91999997,1134841,493903,1656
DC,2022-02,82244445.13,909214,376703,541
NH,2022-12,82211307.06,644896,281162,824
KS,2018-12,82193828.99,1088376,600852,1921
NH,2022-01,82164762.30000001,830224,359476,811
GA,2021-08,82115433.54000002,1701688,1182728,1190
KS,2018-09,82064831.22999999,1118826,605052,2033
MT,2024-06,82027239.32000002,857143,293140,1239
DC,2022-01,82010745.48,894124,378404,525
AR,2018-08,81839769.79,2034034,1199230,3115
OK,2020-08,81822775.83999999,1079400,794509,2381
NH,2022-08,81815694.33,641122,285780,802
RI,2019-02,81759186.52999999,956983,477372,1526
WV,2019-09,81695836.34,956010,633401,1688
OK,2018-08,81651788.08999999,1217281,902578,2570
OR,2019-11,81592778.4,1956189,1176000,2372
NH,2023-10,81548038.86999999,644258,264315,809
RI,2022-01,81491987.47000003,786314,415428,2162
ME,2018-02,81469069.02999999,936185,573542,1211
AK,2022-03,81458115.96,555584,302422,943
NV,2020-05,81393933.64,1655041,950008,2161
OK,2019-08,81259131.38000001,1152516,851845,2567
OR,2018-03,81254790.64,1844766,1222905,2507
NH,2024-02,81237634.06999998,539643,251055,793
OK,2019-04,81233162.67999999,1148024,823813,2543
NH,2022-11,81229559.26,677873,291585,836
NH,2022-05,81208315.31000002,885492,392902,851
KS,2024-11,81204502.16,824973,490411,1377
MT,2022-03,81091035.99000002,1083571,481081,1625
MT,2023-03,81076033.85,1138658,500233,1644
UT,2022-08,80991930.93,1278297,760561,1508
MT,2022-12,80926096.72000004,999394,432422,1477
NH,2022-09,80920662.93999998,679996,290451,828
MT,2022-07,80861746.43000002,965159,397185,1391
NH,2021-03,80838880.89999998,959463,384462,857
AK,2023-09,80766925.20999998,521803,274680,911
GA,2023-10,80745223.56,1599322,1078926,1106
AK,2020-01,80733372.27000001,598165,300630,915
AK,2019-10,80732326.88,611907,297418,895
NH,2024-07,80654955.52000001,465086,221153,714
AK,2023-04,80583809.86999999,556197,289729,948
RI,2021-03,80492409.91,997296,513938,2385
RI,2022-04,80461313.93999998,813895,451260,2218
KS,2021-02,80411571.54,1111264,628133,1881
NH,2021-08,80359382.63999999,729315,345694,779
AK,2023-06,80308989.46000001,530552,277268,921
OR,2018-07,80298165.19999999,1822706,1069403,2341
NH,2024-08,80243062.22000001,460012,222210,713
OK,2019-11,80197168.88,1074374,793255,2491
MT,2023-01,80175337.08000001,1096833,488160,1601
RI,2022-05,80161744.17,846510,462507,2257
GA,2022-05,80114110.67999999,1610356,1081435,1211
OR,2018-08,80111690.13000001,1982234,1174331,2421
WV,2021-02,80089244.87999998,1257416,892029,1760
NH,2021-10,80055191.55000001,823476,380265,804
NH,2024-10,80048194.47,481006,238951,742
NH,2021-09,80047285.44,806810,376939,822
AK,2022-10,80045323.33,534461,285889,918
KS,2019-02,80004111.42999999,1150140,660538,1972
OK,2020-07,79966384.65,1041765,742115,2364
OR,2019-09,79903720.23,1918423,1151852,2377
OR,2024-11,79881713.75999999,1340932,1014487,2183
OK,2019-09,79877639.64000002,1097834,804554,2499
RI,2019-07,79686824.07,853557,447423,1663
NV,2018-02,79686759.65,1661788,1013604,4105
OR,2021-01,79657702.03,1819734,1155195,2429
NV,2018-11,79538212.05999999,1544968,999643,4055
MT,2022-05,79479584.32000001,1038326,449080,1578
NM,2024-12,79464070.42000002,866402,546871,1311
NV,2018-07,79459815.87,1568774,1005098,4063
OK,2019-02,79400239.38,1134095,850654,2495
AK,2019-05,79331295.75,603955,292580,891
GA,2023-04,79314938.67000002,1566312,1050099,1197
RI,2018-09,79290894.74,944216,433507,1968
NH,2021-12,79248377.94999999,760929,349474,802
OR,2020-07,79201127.83,1718713,1072343,2326
NH,2023-11,79169568.72,603140,246011,783
AK,2024-06,79099484.63999999,482604,247046,882
OK,2019-03,79062609.25,1117742,818179,2513
TN,2024-12,79062458.44,1507771,1148117,2542
OK,2019-07,79029289.82,1101995,795835,2521
AR,2018-02,78999197.04,2005534,1125661,3002
OK,2018-05,78993103.0,1138517,806932,2539
NH,2023-02,78893661.57,631342,267891,826
NH,2023-12,78884993.04000002,573744,233177,779
OK,2018-03,78800027.96000001,1158718,834325,2601
AK,2023-07,78781350.64,504374,260574,892
RI,2022-02,78725310.38,756570,398965,2070
OK,2020-12,78725072.35000001,1018353,726975,2374
AK,2022-11,78715386.78,513310,277655,926
NH,2023-04,78700639.13000001,627031,263169,804
AK,2022-09,78664904.44999999,527196,280777,957
OR,2020-11,78563512.61,1743379,1106597,2409
GA,2021-09,78554441.88,1613027,1100232,1212
MS,2020-04,78537900.64000002,1732596,754999,2059
RI,2018-08,78533382.18000004,902615,455200,2037
OR,2019-06,78515668.13000001,1917118,1116990,2342
GA,2022-01,78502163.09,1598740,1080410,1216
AK,2019-01,78500035.50999999,615069,302767,903
MT,2023-04,78395094.78999998,1070434,469920,1594
UT,2021-03,78384822.15,1184551,678936,1626
NV,2018-12,78314735.7,1571951,989785,3629
RI,2022-06,78309203.89,820136,444868,2194
GA,2021-10,78289955.88,1610417,1096803,1233
AK,2023-11,78234033.80000001,500693,261586,898
OR,2018-04,78178494.34,1785121,1181055,2508
NH,2023-08,78029039.21999998,590839,245630,745
RI,2021-10,77982504.51,872844,466988,2242
WV,2024-11,77978483.41,1093095,828867,1590
AK,2022-04,77939053.01999998,534302,290883,939
OK,2020-11,77895121.80999999,1013473,740618,2342
GA,2021-12,77851489.17999999,1558861,1052936,1207
NH,2021-11,77766482.72999999,784955,368008,806
NH,2021-01,77703267.82,864136,334052,808
GA,2024-01,77646149.82,1465591,1006731,1083
RI,2021-06,77618500.85999998,879231,484245,2295
NV,2018-06,77593971.3,1531737,982520,4099
NV,2018-09,77568838.47999997,1505836,973104,4048
NH,2023-05,77554483.43999998,673254,275753,823
OR,2020-08,77545769.49000001,1696452,1065523,2343
AK,2024-09,77509748.84,459881,249879,852
AR,2019-02,77490395.27999999,1817793,1112851,2956
AK,2019-03,77461687.71000001,603676,299294,892
RI,2019-08,77428055.24000001,840300,455660,1639
OR,2018-05,77362240.59,1849276,1196056,2508
RI,2018-11,77254058.31,936559,466819,1977
OR,2018-11,77251502.84,1982738,1149166,2459
GA,2023-02,77239277.88000001,1533957,1064317,1177
NH,2021-07,77186548.83000001,708259,329608,761
RI,2021-07,77083621.79999998,777414,420652,2156
NH,2020-01,77033894.67,1062892,390367,822
OR,2020-09,76993594.28999999,1705261,1080106,2383
PA,2020-02,76974822.81,1289538,764330,2109
UT,2022-01,76952199.85,1348490,783730,1471
NH,2024-09,76947027.38999999,445328,218622,723
UT,2022-04,76906289.52000001,1226485,691809,1447
RI,2021-09,76869042.49000001,868080,467854,2258
GA,2022-06,76848498.60000001,1597613,1076407,1173
AK,2022-01,76821886.74,515842,287995,894
AK,2024-10,76796588.39,474643,255884,841
PA,2019-10,76771395.76000002,1401683,782089,2448
OK,2019-05,76745871.47000001,1072353,764229,2482
OK,2018-02,76733828.85,1131043,842879,2540
OR,2020-03,76704535.05,1645439,935963,2224
MT,2023-06,76701701.39000003,1002086,441252,1528
KS,2020-05,76556273.54,941010,472165,1603
OR,2020-06,76498465.37,1636381,1015386,2269
GA,2022-12,76481467.36000001,1476064,992310,1128
UT,2022-05,76452739.14999999,1278333,719574,1456
AK,2019-09,76435663.98,590245,293873,917
GA,2023-09,76342013.82000001,1484631,1007243,1071
AK,2022-05,76280279.67999999,523007,282358,920
RI,2021-05,76275875.19000001,860849,460769,2262
NH,2022-02,76247952.97999999,795833,324312,812
PR,2024-04,76187855.77000001,2756674,2059095,4660
MT,2022-04,76123713.17,987727,431921,1557
OK,2020-06,76116219.02999999,1001407,711930,2329
RI,2019-09,76109824.56999998,902738,473872,1715
NH,2024-06,76106965.17,419106,195252,722
GA,2021-11,76101580.26,1567552,1064956,1201
RI,2019-11,76071457.5,857643,444440,1692
OK,2018-11,76055397.26,1107481,821514,2507
MT,2022-06,76011143.16999999,979151,430661,1496
AK,2021-03,75957805.9,549322,284485,943
GA,2022-04,75920614.67000002,1561312,1051082,1216
AK,2018-03,75870702.61000003,618477,295396,894
GA,2022-07,75847782.02,1506841,1018552,1136
OK,2018-04,75847353.41,1088775,779385,2539
RI,2019-06,75835018.10000002,835966,445248,1540
AK,2019-08,75755478.0,571679,279372,868
PA,2020-06,75641970.61000001,1117096,707706,1808
NH,2021-04,75636516.67999999,827921,366054,840
GA,2023-06,75634893.27,1533365,1043452,1145
NH,2022-07,75613403.53,627800,294746,743
UT,2021-08,75605469.33999999,1198233,707952,1492
MT,2022-01,75512097.97999999,997483,441443,1513
RI,2021-08,75462515.91000001,783654,433364,2206
RI,2018-05,75430056.43,965286,493564,2161
OK,2018-07,75361778.25,1060993,764163,2494
AR,2020-03,75319406.55000001,1530193,871408,2750
AK,2018-08,75319071.77000001,622506,291973,901
AK,2023-12,75241597.93,480721,246198,854
SC,2020-05,75108407.32000002,1541255,1075005,2664
DC,2021-11,75101295.41,825474,387986,562
UT,2022-06,75015567.02,1172742,694089,1454
AR,2021-02,74987151.22,1498827,841624,2808
RI,2021-04,74979998.4,904592,484257,2287
AK,2021-08,74883377.78,527620,288061,909
OR,2019-02,74819095.49,1880594,1083071,2308
NH,2020-10,74782588.44000001,843184,357661,803
UT,2021-04,74726940.31,1124947,666461,1554
DC,2024-11,74714435.87,542175,213522,419
GA,2023-11,74622968.73,1465148,986857,1075
RI,2019-12,74610455.52,809978,421550,1619
OK,2020-03,74487469.48999998,963589,682000,2345
UT,2022-09,74442465.64,1209068,700218,1429
RI,2020-02,74326847.23,843983,438926,2088
AK,2018-10,74213566.34000002,620245,295213,887
UT,2021-12,74203448.49000001,1216952,706562,1435
MT,2021-10,74173154.86999999,991485,445107,1513
AK,2019-07,74157803.38999999,563409,268700,854
RI,2018-07,74145171.16,843723,418340,1959
GA,2024-02,74093459.54,1445959,994861,1062
MT,2021-12,74088191.87999998,974982,415058,1457
GA,2021-03,74029854.49999999,1622881,1058487,1297
AK,2022-06,73964325.19999999,511526,270268,925
UT,2021-09,73850540.38000001,1230999,716334,1452
NH,2023-09,73802242.94,574961,232268,777
AK,2018-01,73754476.49000001,613535,293897,892
UT,2021-10,73719317.89999999,1249130,730037,1442
OR,2021-02,73698761.60000001,1668517,1086969,2396
AK,2023-02,73543151.06,510301,263149,918
NV,2020-04,73520687.51,1442874,753223,1922
MT,2021-11,73505798.78999999,983077,437787,1495
GA,2021-07,73394603.62,1502594,1018281,1187
UT,2021-06,73358750.22000001,1107983,653553,1488
AK,2021-09,73243175.14,509029,280616,904
PA,2020-03,73058245.85000001,1045130,649781,1789
AK,2018-04,72962100.53000002,609729,282253,888
AK,2020-02,72946643.10000001,539663,268204,882
AR,2018-07,72935884.17,1906520,1058821,2840
AR,2018-11,72860074.67999999,1759021,1063483,2986
GA,2022-02,72829639.56000002,1493756,1013166,1225
AK,2022-07,72784765.13999999,495105,255404,889
MT,2021-08,72748081.8,960767,435359,1462
AK,2019-06,72705641.09,541780,262262,849
NH,2023-07,72691943.19,549754,216634,721
AK,2021-04,72684289.83,522557,279244,934
OK,2018-09,72646435.10000001,1025793,761661,2478
OR,2018-09,72529508.96000001,1802629,1064520,2380
UT,2021-11,72511492.95,1248593,726036,1465
OR,2018-06,72482448.94,1719836,1052881,2352
KS,2020-04,72408818.12999998,818785,355140,1364
AK,2022-12,72381576.85999998,472424,247029,853
AK,2021-10,72320500.30999999,515832,285327,920
GA,2023-07,72279474.53000002,1467942,995387,1104
DE,2023-03,72229620.53,839922,421358,904
UT,2021-05,72084966.62,1058867,623943,1493
NH,2022-06,71909488.79,742331,372610,838
NH,2019-10,71830629.25,1096920,384934,821
GA,2019-10,71818622.16,1722221,1165069,1293
AR,2018-09,71556673.58,1805821,1090393,2984
GA,2019-01,71549779.72999999,1643993,1096910,1261
OR,2018-12,71441805.79,1810893,1046146,2342
MT,2021-09,71434525.94000001,976245,447723,1477
RI,2021-01,71427278.22999999,820851,427989,2162
WI,2020-05,71425222.47,1930879,1058065,2663
AK,2020-10,71418719.11999999,516898,260160,886
GA,2020-01,71172178.24,1675439,1119879,1354
PA,2019-12,71130209.08000001,1205357,731543,2504
AK,2018-05,71100365.56,619175,277760,872
NH,2020-09,71090011.78,787561,331836,769
PR,2024-05,71089659.27999997,2535117,1886610,4563
MT,2024-11,71087340.53999999,724587,247033,1076
UT,2022-02,71075987.13000001,1186746,682596,1437
OK,2018-06,70997574.91000001,1018481,728574,2453
NH,2021-05,70984731.66000001,809276,355661,820
NH,2020-12,70966789.72,755385,314121,792
RI,2020-12,70919119.2,800337,388935,2046
UT,2021-07,70914886.37,1081809,634765,1389
GA,2023-12,70900910.12999998,1345156,896277,1003
DE,2023-05,70833851.60000001,833187,413994,911
OR,2018-02,70817829.11999999,1669008,1078189,2366
GA,2019-03,70780436.73999998,1623878,1092477,1272
OK,2019-06,70765442.83,977926,709184,2425
AK,2019-02,70748273.21,558314,277840,884
NH,2020-08,70744211.59,692932,301803,697
RI,2018-06,70672679.64999999,881850,452917,2009
GA,2021-04,70672555.66000001,1486318,988141,1263
RI,2018-04,70506894.36,920717,467078,2108
OK,2018-12,70445540.09,986238,724505,2390
MT,2022-02,70303471.53999999,921769,403864,1519
UT,2022-07,70293533.32,1099167,654007,1351
GA,2019-05,70270633.92999999,1601446,1062470,1283
GA,2024-03,70214257.77000001,1356571,958567,1070
NH,2021-02,70201019.66000001,769700,301000,773
UT,2024-03,70164067.33,1040541,496329,1473
GA,2021-06,70125665.49000001,1452007,975511,1250
GA,2019-04,70107263.32000001,1650537,1111617,1284
WV,2019-08,70081210.92999999,863669,572599,1615
AK,2021-06,70023697.71000001,516500,266712,934
FL,2018-04,69969487.52,3122713,1643965,5390
GA,2019-08,69841026.93,1649665,1125240,1263
UT,2024-01,69733484.1,999637,496421,1476
RI,2020-10,69732358.16,809397,402014,2030
OK,2021-02,69698896.57000001,866277,618412,2231
AK,2021-05,69594547.31,501479,262025,906
AK,2019-12,69523644.94000001,522817,253563,824
PR,2024-08,69359934.26000002,2383200,1736840,4395
PA,2019-11,69179077.16,1218668,714125,2373
DE,2023-06,69161846.45,782958,390518,881
GA,2021-05,69153856.53,1389295,926987,1241
RI,2020-03,69150722.37,728380,357980,1965
UT,2024-05,69057229.63000001,1069488,506839,1490
AK,2019-11,69032974.63000001,518752,247258,835
UT,2022-10,69009783.60000001,1119579,666213,1392
RI,2020-11,68947008.95,789353,403112,2093
GA,2018-10,68869837.67,1638534,1098376,1263
AK,2021-07,68867906.58,504567,263350,906
AK,2021-01,68763250.17999999,482644,243875,876
DE,2022-10,68749380.05,789595,417854,898
NH,2020-11,68730329.99000001,742523,321700,775
AK,2018-07,68655639.63,555419,254249,832
AK,2021-11,68543275.27,489375,265578,888
UT,2024-04,68330765.68999998,1065703,515131,1501
RI,2020-07,68319046.28999999,690135,360718,1939
GA,2021-01,68310401.53,1434226,941863,1227
DC,2021-10,68298694.21,761360,402127,560
UT,2020-01,68229914.81,1061980,606526,1857
UT,2020-10,68146694.61999999,1028414,589327,1825
PA,2019-09,68051903.54,1145334,656294,2089
RI,2018-03,68032638.12,861510,445864,2018
NH,2020-07,67954485.64,700161,306343,706
RI,2018-01,67915844.11,854806,454471,1666
NH,2021-06,67884275.86000001,771546,361401,828
GA,2020-10,67843171.21000001,1486785,1005851,1266
UT,2023-10,67818275.4,963948,507178,1506
NH,2019-01,67745793.92000002,954448,367056,816
UT,2022-11,67737525.28999999,1085420,635208,1344
AR,2018-06,67692579.39,1769807,984165,2787
PA,2020-05,67658532.47,941015,548646,1422
AK,2020-09,67630205.53000002,485282,247664,901
PR,2024-11,67554268.18,2404626,980035,3264
MT,2023-02,67504021.74999999,943907,406674,1517
UT,2024-02,67274878.11000001,998840,483836,1473
DE,2023-04,67220174.64,754154,370869,883
ME,2024-12,67218165.80000001,378649,235840,839
AK,2018-06,67181632.88000001,545147,251506,852
UT,2023-08,67142528.27,944592,513784,1542
DE,2022-12,67097475.07000001,728096,371349,861
WV,2019-04,67021638.20999998,736003,471527,1520
NH,2020-02,66925455.07,867998,334003,777
UT,2020-09,66878303.91,959995,550398,1787
NH,2019-08,66850218.93999999,747463,326105,743
NH,2024-11,66789884.72999999,372518,185750,662
DE,2023-01,66743585.99000002,807134,390197,871
GA,2019-02,66707582.14,1538937,1032812,1278
UT,2021-01,66669059.879999995,1010517,578253,1718
NH,2023-06,66633149.88,552948,243714,781
WV,2019-01,66626039.20999999,718187,461241,1496
SC,2020-04,66567812.60999998,1265115,827938,2357
GA,2018-01,66563654.279999994,1548412,1011395,1299
AK,2018-09,66513581.79,543319,257214,865
AK,2018-11,66360075.68,543347,253266,853
RI,2021-02,66315859.92,774226,411283,2112
NH,2019-03,66309174.08000001,903870,362367,831
GA,2019-09,66275436.97999999,1554914,1052346,1264
GA,2019-07,66103564.90999999,1588378,1072559,1220
NH,2019-09,66026165.71,942828,333877,774
WV,2019-05,65958843.65,744413,478071,1514
DE,2022-08,65928088.44,766892,405780,893
PR,2024-07,65909670.92000002,2236643,1616092,4210
MT,2021-06,65879737.09999998,929336,421840,1492
DC,2021-09,65853132.96,768159,417486,583
DE,2022-05,65835860.99,779493,404505,914
GA,2018-08,65703174.67999999,1568755,1051416,1242
GA,2018-03,65631890.72999999,1486532,994847,1329
GA,2019-11,65519230.59,1494094,1002975,1214
AK,2021-02,65517983.45999999,460403,240071,874
AK,2020-07,65456602.98,496982,237189,875
AK,2018-02,65441028.919999994,541346,260295,862
GA,2019-12,65431570.68999999,1487978,985477,1238
DE,2023-08,65300739.33,827110,392325,852
GA,2020-12,65266078.67999999,1380801,898750,1202
UT,2021-02,65257063.22000001,976850,563860,1659
AK,2022-02,65256468.690000005,461878,252164,881
NH,2019-05,65214602.48999999,914722,362405,831
NH,2019-04,65178446.61,889536,364353,838
NH,2020-03,65156060.51000001,776563,271699,732
DE,2022-11,65145656.059999995,732266,399030,874
NH,2019-07,65070734.25,750131,323803,751
UT,2019-10,65035606.5,1057804,599615,1810
OR,2020-05,65031310.21999999,1339168,767492,2000
GA,2020-09,65005258.35000002,1433114,970367,1229
PR,2023-10,64940620.64,2456183,1990806,4588
MT,2021-03,64938521.85,1020192,457726,1566
DE,2023-07,64922257.50000001,781752,357711,826
UT,2023-11,64904594.81,927061,481265,1475
DE,2023-09,64783926.620000005,794784,375497,837
DE,2020-01,64778165.309999995,887189,485316,891
GA,2021-02,64763526.72,1343929,901883,1217
WV,2019-03,64720113.96,744088,475831,1538
PA,2020-04,64479954.88999999,809576,461976,1331
GA,2018-05,64477059.38000001,1496761,981553,1273
AK,2020-08,64445866.519999996,469063,235847,871
DE,2022-04,64401588.160000004,768032,384317,914
NH,2019-11,64389854.73999999,841080,286558,742
UT,2024-08,64388441.13000002,1012513,468953,1446
MT,2021-05,64360556.029999994,941448,411742,1509
DE,2022-07,64335963.129999995,726188,357348,865
