state,claim_month,total_paid,total_claims,total_beneficiaries,num_providers
WI,2021-07,112520454.02,2985591,1857833,3384
AR,2022-06,112354996.80000001,2249560,1159339,2972
KS,2022-07,112232019.87999998,1295534,770573,1905
AR,2019-10,112226838.23999998,2427824,1391042,3235
WV,2023-02,112029741.05000003,1742077,1205213,1929
NV,2024-03,111927212.89999998,2206170,1356250,2422
WV,2022-12,111862019.73000002,1608382,1118180,1858
AR,2024-11,111810208.96999998,1698629,858992,2484
WI,2021-05,111807003.26,3338356,1933238,3868
MS,2021-01,111772038.84000003,2226969,1392017,3105
OR,2024-06,111744987.31000002,2014278,1366745,2847
AL,2020-09,111741608.56000003,2237460,1607482,2796
ME,2021-06,111559860.94000001,1181097,725040,1294
SC,2020-10,111556148.13,2395545,1696629,3182
AR,2022-05,111433012.41000001,2212512,1156551,3073
WV,2021-09,111414461.24999999,1713818,1264283,1851
SC,2018-01,111387762.10000001,2597242,1779707,3308
ME,2022-01,111272194.94000001,1129417,698120,1237
SC,2019-02,111191895.93999998,2593667,1775098,3249
AL,2021-02,111074656.48,2199868,1587879,2683
SC,2018-03,111057167.31,2613184,1757920,3299
NV,2023-08,111022927.91,2380419,1497895,2558
WV,2018-01,110961735.71,1309081,866325,1837
WV,2022-02,110934020.11000001,1547969,1019496,1838
ME,2021-05,110785317.37,1176762,717442,1308
WI,2021-06,110767554.2,3122681,1917284,3712
SC,2019-05,110642770.53,2575064,1726266,3183
AL,2020-11,110599498.68,2126624,1532050,2680
MS,2022-12,110573681.29000002,2234388,1338931,2681
AL,2019-11,110481853.21999998,2189596,1561949,2829
ME,2020-01,110451712.25999999,1220065,726196,1274
NV,2023-10,110363581.77000001,2407631,1519648,2535
WV,2023-10,110230864.30999999,1786339,1252896,1896
OR,2023-04,110100364.23,2107397,1388236,2856
AL,2018-11,110066488.1,2252267,1538645,3182
SC,2021-07,109991419.44000001,2290766,1681639,3114
IA,2019-02,109920819.24000001,1717676,877907,2977
MS,2018-12,109855312.18000002,2294612,1387213,3059
ME,2021-08,109854124.41999999,1115493,695171,1196
WI,2020-02,109825000.21,3061371,1758650,3487
WV,2018-06,109802488.05999999,1336052,967032,1836
ME,2021-10,109792386.02000003,1156971,729967,1284
OR,2024-10,109764826.82000001,2083207,1487021,2639
SC,2019-04,109761204.27000001,2547737,1742829,3271
IA,2019-06,109692362.51999998,1695458,847201,3088
AR,2023-02,109539496.05000001,2113598,1195360,3104
ME,2021-04,109501608.21999997,1229514,758743,1322
AL,2020-08,109418514.29999997,2205002,1580824,2797
ME,2021-09,109357059.65,1153728,726971,1261
WI,2021-01,109099725.97000003,3076188,1755397,3492
IA,2018-02,109082693.86999996,1699518,923071,3069
WV,2022-07,109056148.5,1539366,986833,1766
CT,2020-05,108990648.28000003,2576862,1293462,2564
AL,2020-07,108963159.8,2216537,1587924,2783
NV,2024-02,108956335.52999997,2206258,1359863,2416
OR,2023-12,108791404.48000002,1985026,1313289,2716
WI,2019-05,108765603.48000002,3276374,1850564,3517
WV,2024-01,108745074.47,1709549,1161191,1832
IA,2018-09,108736707.03999999,1644542,886814,2986
MS,2020-09,108720127.21,2247920,1381427,3179
ME,2020-10,108707527.80000001,1144148,693006,1280
AR,2021-03,108615528.86999999,2261795,1236567,3308
NV,2023-03,108601397.46000001,2352144,1479739,2597
AL,2018-03,108571653.50000001,2238717,1556141,3313
WV,2023-08,108494575.43999998,1798325,1260009,1866
ME,2021-07,108417765.37000002,1094600,671760,1177
WV,2022-05,108295325.74,1690322,1116004,1900
SC,2021-01,108254449.25999998,2235854,1571269,3129
NV,2022-03,108249658.28,2392452,1510593,2535
ME,2019-10,108214778.42,1220642,738634,1300
RI,2024-10,107934860.05999997,812288,410097,1813
AR,2023-07,107914017.27,1922375,1052209,2829
SC,2019-12,107894118.64000002,2393522,1656211,3195
AR,2022-04,107875550.13,2167325,1145758,3060
MS,2020-12,107851189.72,2157760,1320085,3034
WV,2018-03,107759210.81,1319637,933982,1927
WV,2018-08,107681875.02000003,1395125,1023045,1945
NV,2024-08,107675743.08999999,1957127,1234672,2377
AR,2019-04,107599917.29000004,2155787,1179887,3086
SC,2019-11,107514891.71,2407088,1652321,3254
WV,2020-08,107511072.86000001,1496252,1038377,1732
NV,2021-03,107503007.27999999,2488574,1482543,2618
OR,2023-09,107466207.74000001,1995954,1314381,2788
WV,2022-04,107313034.74000004,1691647,1111982,1881
AL,2019-12,107239902.66,2124929,1495210,2754
SC,2018-05,107145301.97000001,2539464,1694228,3239
NV,2022-08,107134183.95000002,2427478,1533797,2566
RI,2024-03,107131101.71999997,944502,462608,1983
SC,2018-02,107084041.71,2526397,1724771,3250
WV,2023-04,107082825.12,1625380,1117492,1898
SC,2021-02,107016753.98000002,2255081,1585760,3141
AL,2020-06,107015323.85999998,2166056,1512558,2766
WI,2020-10,106934403.89,3110876,1804771,3730
AR,2021-11,106808895.17999999,2196186,1216363,3227
MS,2020-08,106803830.98000003,2176943,1348360,3079
WI,2019-04,106781570.77999997,3252816,1852369,3563
MS,2020-07,106758492.13,2201898,1342286,3055
ME,2019-05,106724955.58000003,1169795,682433,1256
MS,2024-11,106710401.87,1445710,956230,2222
OR,2023-07,106661485.19999999,1943513,1266803,2728
RI,2024-01,106472164.48000002,953859,479384,1994
AR,2022-12,106443970.28,2110466,1154491,2998
RI,2024-05,106416266.93000002,897132,438618,1924
AR,2022-01,106099075.21,2135557,1229203,3153
AL,2018-04,106071308.97,2232788,1554620,3272
AR,2021-09,106057603.19000003,2197334,1219666,3241
ME,2021-12,105973237.02000001,1092715,685995,1274
ME,2021-11,105966983.68000002,1143027,723769,1305
AR,2023-12,105858587.71999998,1862129,1038194,2844
ME,2021-01,105842271.45,1104456,653110,1250
NV,2024-09,105796183.59000002,1918084,1204751,2326
IA,2020-05,105710940.91000003,1473533,568074,2435
AR,2021-10,105672798.07000001,2193960,1211141,3163
NV,2023-06,105525163.82999997,2266258,1429105,2564
AL,2019-06,105448373.06,2042937,1400802,3059
MS,2020-03,105393305.38999999,2177838,1210598,2980
SC,2018-08,105309327.39000002,2410378,1739367,3322
IA,2018-07,105217302.69,1576826,859539,3025
WV,2023-06,105175157.52999999,1645593,1134793,1816
AL,2018-01,105150230.57999998,2303147,1625349,3239
AR,2021-06,105060449.63999999,2084456,1077847,2953
AR,2021-04,105044836.88000003,2174098,1150420,3270
WV,2020-05,104907056.93,1185745,793237,1561
MS,2020-11,104887107.88000001,2112200,1307585,2993
WV,2022-06,104568002.80000003,1648877,1078915,1826
AL,2018-07,104546663.59,2177090,1494278,3252
OR,2024-07,104535635.97999999,2055455,1377219,2641
WI,2019-03,104511184.52000001,3140669,1831342,3506
SC,2018-11,104507659.68000002,2480241,1712734,3192
AL,2018-12,104499651.58000004,2008596,1382930,3006
NV,2022-05,104367946.72999999,2255624,1426358,2465
WI,2018-10,104281134.60000002,3328141,1904242,3720
NV,2023-11,104261810.40999997,2259943,1424499,2460
AR,2021-08,104209720.43999998,2113346,1199029,3292
RI,2023-10,104185074.61999999,926154,469976,2041
KY,2024-12,104126525.94,1000376,589165,2410
HI,2024-10,104116977.5,603385,455112,972
AR,2019-05,104095133.60000001,2072812,1122657,3008
SC,2020-12,104020990.68999997,2154092,1519797,3080
WV,2024-02,103964628.57999998,1712577,1203869,1835
MS,2020-06,103839858.18,2106446,1259170,2995
MD,2024-12,103831270.86999999,1148183,746174,3361
WV,2023-09,103584759.20000002,1677847,1186589,1820
KS,2022-05,103582630.17,1414993,839543,2092
AL,2018-09,103537217.95000003,2159231,1497548,3147
AZ,2024-12,103510570.33,1725969,1162385,2102
WV,2021-03,103510003.26,1753402,1247563,1924
IA,2018-06,103463968.65,1567139,849754,3048
WV,2024-10,103415444.71000001,1517668,1117423,1806
KS,2022-03,103385410.7,1526984,907835,2164
AL,2018-05,103195262.66,2139626,1493566,3193
SC,2020-09,103163593.94000001,2180036,1546184,3132
DC,2023-03,103137475.98999998,959528,399450,587
SC,2019-09,103135467.39999999,2328239,1578002,3831
WI,2021-02,103115820.35,2914781,1656934,3513
OK,2021-07,103025124.47000001,1229466,928105,2421
ME,2019-03,102907054.75999999,1111995,659501,1229
NV,2021-04,102745173.26,2288654,1430596,2574
SC,2019-08,102673273.41000001,2240807,1592809,4330
AR,2019-03,102639170.71,2044128,1145548,2995
OR,2022-03,102614022.75,2256337,1451974,2745
ME,2020-09,102611535.62,1065457,653370,1264
NV,2022-06,102586774.44,2179142,1403337,2503
NV,2023-04,102480353.98000002,2207253,1379886,2533
AL,2020-02,102437541.47000001,2114763,1504359,2834
RI,2023-08,102421452.80999997,848854,454359,1977
AR,2019-09,102184904.19000001,2165569,1237126,3093
DC,2023-05,102096648.67000002,886435,370213,563
RI,2024-04,102015392.96000001,892343,440918,1958
NV,2023-07,101993971.97999999,2110144,1333944,2485
SC,2018-04,101985772.37000002,2399629,1647029,3274
NV,2023-12,101949282.15,2213722,1381882,2422
ME,2020-08,101888520.48000002,983699,591217,1178
WV,2021-04,101883792.3,1664040,1180296,1895
OR,2022-11,101875734.29000002,2066649,1376317,2710
WV,2024-03,101865139.13000001,1608164,1123438,1839
NV,2024-06,101702397.21999998,1949916,1200112,2312
NV,2021-08,101584940.17000002,2279344,1478491,2508
WV,2023-11,101441209.18999998,1616510,1141102,1814
AR,2021-12,101417930.99000002,2071929,1153145,3170
IA,2020-04,101393168.91000001,1326415,462509,2030
CT,2020-04,101365288.26,2342072,1077379,2331
WV,2018-09,101360313.33,1295970,954540,1889
KS,2022-06,101337398.02,1353510,812861,1965
WI,2020-09,101312524.51,2908393,1706637,3493
NV,2023-01,101298502.5,2195236,1367471,2469
RI,2023-11,101290612.58999997,880709,446412,1979
NV,2023-09,101288901.26,2229057,1413079,2515
NV,2020-10,101192634.38000001,2216513,1344415,2499
IL,2018-09,101184272.12,3417406,2046797,11263
ME,2020-12,101140026.44999999,1028275,604580,1235
ME,2022-02,101132111.34,1007722,620423,1218
ME,2019-04,101052737.01000002,1118448,660607,1239
NV,2022-01,101021059.63999999,2202529,1381128,2382
ME,2019-08,101003310.06,1062552,637923,1178
OR,2023-02,100985325.09999998,1945382,1273623,2742
WI,2019-09,100831893.2,3018667,1747979,3534
AR,2020-01,100824186.65999998,2106884,1194079,3025
ME,2019-07,100713860.82,1068945,639562,1163
SC,2020-11,100644815.27999999,2137703,1507981,3047
NV,2020-07,100556215.46,2090506,1259953,2366
AR,2019-08,100411954.72,2065048,1182959,3097
NV,2024-07,100368761.65999998,1883841,1188852,2288
WV,2024-05,100330652.87,1571012,1103419,1813
ME,2020-07,100287046.07000001,1011398,600721,1139
AR,2021-05,100150730.72999999,2009562,1073807,3129
AL,2020-03,100150350.08000001,1816817,1230323,2620
WI,2019-07,100117601.73999998,2661092,1661211,3107
WI,2019-01,100083440.38000003,2975901,1727992,3442
WV,2020-10,99997224.35999998,1632006,1117885,1837
OR,2022-08,99923189.72000001,2122264,1371452,2701
RI,2023-03,99908188.88,969177,528213,2132
AR,2021-07,99902940.84,1987050,1074000,3003
WV,2021-08,99856458.85,1635154,1210188,1838
ME,2019-01,99850759.33,1088924,629631,1203
KS,2021-10,99757424.08999999,1423447,855772,2193
AR,2022-07,99710332.14000002,1952521,1056732,2823
OR,2022-05,99653626.31,2142149,1397097,2727
OR,2024-09,99608515.11999997,1895961,1325806,2590
WI,2020-12,99582618.14999996,2842400,1622073,3330
RI,2024-07,99570318.15999997,796199,378476,1818
WI,2018-01,99509295.35,3119762,1845989,3478
WI,2019-08,99435396.67000005,2674681,1676236,3156
AR,2021-01,99360700.30000001,2014140,1085562,3006
WV,2021-06,99345021.43,1648952,1147654,1812
ME,2019-09,99331305.53,1071151,651210,1245
KS,2022-04,99313239.04,1446575,855014,2099
NV,2021-09,99307228.28,2222112,1421127,2509
RI,2023-12,99283207.47999999,820862,409153,1868
RI,2023-05,99279442.50999996,949664,511232,2096
DC,2023-01,99195393.33000001,896389,368459,566
KS,2021-08,99194974.87999998,1392672,859950,2107
OR,2024-08,99145159.20999998,1988669,1347584,2607
RI,2024-08,99140306.2,777214,380907,1825
DC,2023-10,99014003.60000001,893598,382205,550
SC,2019-07,98805416.31,2089914,1479620,4148
DC,2023-06,98764439.67999998,854531,353491,554
NV,2019-10,98751051.16,2244529,1380951,2471
RI,2023-09,98661901.57000002,853475,447235,1949
AL,2018-02,98654326.26,2134968,1507748,3222
OR,2022-12,98609030.87,1979650,1300685,2645
NV,2021-05,98571694.1,2194730,1363286,2534
WV,2021-05,98556889.33999999,1578299,1108545,1856
RI,2024-02,98556238.4,868506,432282,1892
ME,2018-10,98497623.31,1108005,662750,1254
ME,2020-03,98388008.88999999,919750,518509,1179
DC,2024-05,98355110.74999999,809316,369360,546
AR,2020-10,98315519.81000002,2102136,1140217,3022
OR,2022-10,98312466.31,2041708,1356135,2744
NV,2021-06,98066351.03,2217704,1385659,2508
ME,2020-11,98064157.9,1007520,609803,1222
WV,2018-07,98047000.13000003,1268328,916522,1802
OR,2022-06,98011858.13999999,2076802,1354978,2679
RI,2024-09,97967841.66999999,827298,406138,1889
KS,2021-11,97910559.31,1384714,819809,2187
RI,2019-01,97882299.55000001,1150265,549700,1789
ME,2019-06,97874137.99000001,1020423,614197,1220
KS,2022-01,97868286.82999998,1377367,829991,2048
NV,2022-10,97829733.72999999,2217359,1368741,2462
WI,2020-07,97814450.58000001,2660686,1596514,2975
ME,2019-11,97711369.27,1042243,622287,1202
NV,2022-04,97702322.55999999,2126823,1361533,2465
OH,2024-12,97684813.57000002,1798642,1369940,3481
NV,2024-11,97681630.35000002,1635956,1055290,2118
KS,2021-09,97680608.11000001,1398642,835729,2094
OR,2022-01,97667383.21000002,2111013,1385416,2605
NV,2019-08,97579854.21999997,2148785,1355254,2436
MO,2024-12,97526634.23,1357978,339469,1918
WI,2019-11,97448240.38000001,2931282,1691428,3444
SC,2020-03,97420918.73000003,2073286,1423551,3077
WI,2019-12,97417373.18,2842253,1664965,3355
NV,2021-10,97325532.81999998,2235697,1405767,2521
SC,2020-08,97304362.22000001,2012700,1450856,3155
DC,2022-10,97254525.99000002,922984,382982,559
OR,2020-01,97248321.51,2215500,1349741,2453
DC,2022-11,97198660.91999999,898873,373682,549
KS,2021-12,97082074.97000003,1333844,799289,2107
SC,2020-07,97068313.24000001,1992813,1422746,3106
WV,2023-12,97067859.10000001,1478399,1047247,1757
NV,2022-11,97045712.88999997,2141844,1354638,2434
NV,2020-12,96967547.30000001,2095281,1254469,2434
NV,2021-01,96867157.06,2145598,1275322,2446
WV,2020-09,96859692.80999999,1583919,1098046,1812
NV,2020-09,96791893.58999999,2130026,1280419,2465
ME,2020-02,96755665.30000001,1041376,624466,1257
NV,2020-08,96691905.91,2065328,1255860,2403
DC,2024-03,96651133.8,810204,358048,561
OK,2020-01,96649433.69000003,1275073,947194,2535
KS,2021-07,96571415.61000001,1254894,741973,1866
NV,2022-12,96546936.15000002,2126983,1351447,2410
WV,2024-04,96445410.28000002,1545912,1081472,1832
NV,2021-07,96436615.82999998,2129472,1371380,2480
NV,2022-09,96428169.30999999,2176604,1336475,2472
DC,2024-04,96354034.6,805175,366654,553
NV,2019-05,96326557.61000001,2143987,1317098,2371
DC,2022-03,96293682.26,1009991,434602,558
KS,2019-10,96198135.06000002,1418428,817492,2236
DC,2023-08,96174115.01,862473,374151,553
WV,2024-08,96161763.55999999,1471397,1068672,1802
NV,2020-01,96157018.96000001,2267577,1361019,2326
WI,2020-08,96128005.37000002,2601661,1573379,2985
NV,2021-12,96021449.77,2132521,1350249,2457
RI,2023-07,96001753.34999998,781122,404090,1853
ME,2021-02,95967616.72000001,1006559,605908,1233
NV,2022-07,95923667.04000002,2112958,1309879,2448
MS,2021-02,95918663.3,1873940,1177500,2963
NV,2021-11,95833600.32,2187852,1370954,2482
WV,2018-11,95824308.21,1142139,834841,1784
RI,2024-06,95656097.34999996,775481,383164,1805
WI,2020-11,95584821.91000001,2755553,1592750,3429
RI,2023-06,95563662.36000003,876526,469142,2020
RI,2018-12,95527028.03000002,1163718,444696,1679
NV,2019-01,95511829.00999999,2174577,1375652,2563
ME,2019-12,95418301.14,993744,591863,1177
AR,2020-09,95331232.19000001,2019908,1110861,2995
KS,2021-03,95252450.11,1352476,771120,2059
KS,2021-06,95240850.76,1275060,751728,1937
WI,2018-08,95176603.73,2729123,1714350,3165
OR,2022-04,95104278.28000002,2099695,1348629,2707
RI,2019-04,94861394.31,1097005,536458,1688
DC,2023-04,94703611.94,820660,338075,548
NV,2019-04,94688921.16999999,2134742,1330318,2415
AR,2019-07,94678474.83000001,1927078,1089677,2862
DC,2022-08,94630735.88999997,933745,402167,550
SC,2020-06,94557767.80000001,1939871,1377502,2996
NV,2023-02,94524773.77000003,2047901,1290780,2481
KS,2020-01,94355221.36000001,1338706,767230,2090
WI,2018-03,94286228.56,3020988,1804297,3534
SC,2018-07,94225126.78999998,2069257,1485538,3136
OR,2019-08,94034131.55,2241806,1210767,2417
ME,2018-05,94029225.86000001,1085446,637968,1250
KS,2020-10,93959376.67,1330382,757743,2105
OR,2019-10,93923063.0,2336506,1416906,2603
SC,2018-12,93905654.86,2161313,1513179,3064
NV,2019-03,93883856.32999998,2136739,1341040,2364
WV,2024-07,93862341.21,1450188,1021519,1769
RI,2022-03,93856507.73,953789,501265,2369
DC,2022-12,93796705.67000002,843235,337144,543
AR,2019-06,93696647.75000003,1859205,1010852,2767
RI,2019-03,93591286.33999999,1064624,535200,1652
WI,2018-11,93589586.08000001,2922454,1664255,3439
DC,2022-09,93583231.5,913450,384949,553
WI,2018-05,93490266.26999998,2896982,1734805,3442
ME,2018-08,93466762.32000002,993460,596255,1158
RI,2024-11,93433624.89999999,633788,316557,1568
ME,2020-06,93392900.70999998,944562,559554,1116
DC,2022-05,93341514.89,909529,400421,533
AL,2018-06,93257455.57000002,1865460,1277621,3102
NV,2020-06,93227417.61000001,1984507,1203300,2352
DC,2024-10,93172774.94000001,728549,326156,499
NV,2021-02,93084605.96000001,2058510,1264741,2476
NV,2019-07,93029244.44,2030930,1289711,2381
DC,2024-07,92986112.85,776266,342297,523
WV,2021-07,92945603.45,1481668,1077595,1725
WV,2023-07,92837205.63,1491163,1035198,1746
OK,2021-03,92828499.4,1212945,887191,2483
OR,2022-09,92709821.75999998,1956304,1284765,2638
RI,2023-01,92438921.09,891763,483052,2004
AR,2019-11,92427636.09999998,1886325,1095259,2989
KS,2021-04,92425316.73999998,1277298,723327,2026
NV,2022-02,92402993.5,2031396,1285954,2415
DC,2024-02,92383346.27000001,765594,344079,549
DC,2023-09,92318873.52000001,824337,352006,541
AL,2020-05,92276712.66,1665394,1104241,2490
DC,2024-08,92135307.52999999,765539,338811,519
NV,2019-09,92105423.57000001,2010066,1264078,2381
OK,2018-01,92096220.54,1349861,1004797,2634
MT,2024-07,92007546.89999999,968102,330494,1217
WI,2019-06,91990257.27,2550601,1578920,3254
RI,2023-04,91932386.24000001,839597,452264,1989
NV,2020-11,91802913.0,2003877,1227741,2409
DC,2024-01,91767157.96,818624,341420,538
NV,2019-11,91747017.65,2045897,1279403,2310
WV,2020-11,91727382.11999999,1432377,966694,1767
ME,2020-05,91578794.03000002,780960,424370,1012
SC,2019-06,91522764.54999998,1968041,1422326,3075
AR,2020-02,91438897.38000003,1894655,1077490,2942
OK,2019-10,91398237.90000002,1268799,927550,2584
WI,2019-02,91095885.53999999,2784170,1599440,3340
OR,2019-01,91076719.44,2228649,1322605,2499
DC,2023-02,90934556.01,826449,349994,550
KS,2019-01,90857714.0,1318509,737760,2081
OR,2022-07,90847331.88999999,1843395,1196723,2556
OR,2021-10,90820582.09,2037579,1340330,2591
KS,2018-01,90772208.94,1355905,792286,2257
MT,2023-08,90768024.07,1124770,443674,1481
OK,2021-04,90677282.32999998,1167981,855373,2430
WV,2020-04,90611875.42999998,964488,606443,1344
OR,2019-04,90596440.57000001,2253524,1298101,2504
DC,2022-06,90585110.05,864938,386393,536
DC,2023-07,90553600.49,936060,348069,538
AK,2024-03,90545736.38999999,553737,284201,926
KS,2019-07,90486587.66999999,1198171,683174,1935
OR,2021-11,90445284.65,1995222,1310770,2675
OR,2020-02,90438442.21,2045013,1226808,2441
KS,2018-10,90356902.83999999,1327637,748078,2230
SC,2018-06,90342199.09,2002320,1426163,3111
WI,2020-06,90329935.65,2414721,1426334,2895
AK,2024-05,90256163.77,546202,284206,919
WV,2024-09,90176458.30999999,1358433,993842,1769
WV,2020-12,90150191.53,1375584,957419,1752
NV,2018-01,90099155.51999998,1908820,1148067,4254
KS,2021-05,90058238.94999999,1182607,674904,1965
MT,2024-08,90012554.44999999,953434,334150,1215
ME,2018-03,89940389.88,1017019,604795,1223
OR,2019-07,89917039.03999999,2180164,1203650,2389
OR,2021-03,89910848.82000002,2067657,1333720,2625
AK,2024-04,89864089.50000001,544761,283505,940
GA,2022-08,89862603.84999996,1877473,1289591,1212
KS,2020-09,89843183.11,1249749,706869,2008
KS,2018-08,89842614.39,1229715,715741,2142
OR,2021-04,89767018.91000001,2042343,1336104,2599
MT,2024-01,89766997.81,1050939,401805,1405
ME,2018-01,89747200.01,1036566,625848,1213
DC,2023-11,89711490.64000002,816778,344574,546
KS,2019-08,89699701.96999998,1264506,744877,2042
OR,2021-06,89620245.5,1994377,1294158,2559
ME,2019-02,89605457.76,959245,575850,1171
RI,2022-10,89571889.79,886703,480026,1965
AK,2024-01,89552172.31000002,549342,284522,929
DC,2022-04,89487928.71999998,893125,383292,532
DC,2024-09,89478351.5,712691,326232,506
WI,2018-09,89445428.93999998,2809856,1635477,3373
ME,2018-12,89418745.4,901769,533366,1167
AR,2019-12,89397288.87,1839246,1078836,2910
WV,2021-01,89331708.43,1415276,993401,1772
AR,2018-04,89326503.62999997,2153510,1161254,3064
SC,2018-09,89315536.93999998,2150993,1482450,3072
PA,2020-08,89304461.68999998,1396747,910308,2476
KS,2021-01,89241644.32000001,1214294,682869,1937
GA,2023-03,89173811.72999999,1765373,1204507,1225
NH,2022-03,89124899.97999999,987999,412396,883
MS,2020-05,89021451.99000002,1856896,975729,2646
OK,2021-06,89013303.32999998,1136123,833621,2396
PR,2024-10,88967621.38000001,3192959,1714339,4234
WV,2018-02,88964560.35999998,1183078,830027,1837
AR,2022-02,88902113.58,1833789,973134,2935
DC,2024-06,88900667.89,716067,322572,533
AR,2020-12,88877208.29000002,1836938,1016213,2894
KS,2019-04,88854190.61000001,1266788,708858,2053
WI,2020-03,88813436.05,2371481,1354775,3137
KS,2020-07,88755610.96,1165280,654980,1799
ME,2018-09,88707016.00999999,934713,562699,1179
WI,2018-04,88683849.91,2867371,1698687,3457
OK,2024-11,88632728.65000002,988790,734137,2289
RI,2022-11,88589519.60000001,869424,469421,1982
KS,2018-03,88577888.84,1257714,729044,2264
OR,2021-09,88502098.85000001,1975380,1286934,2599
RI,2022-09,88455504.69999999,862414,468869,1978
KS,2020-08,88418663.57999998,1181176,683860,1877
AK,2023-10,88306764.95,570991,300650,934
WI,2018-07,88266670.08000003,2534456,1586108,3050
OR,2021-08,88223700.75000001,1952503,1271248,2525
NV,2019-12,88197872.38000001,1993952,1192994,2274
DC,2022-07,88190924.79000002,865544,355770,522
ME,2018-04,88169334.61999999,1016257,616907,1240
OR,2019-03,88142394.30999999,2267598,1255908,2429
KS,2020-12,88092785.42,1164291,648799,1887
AK,2023-08,87941362.83,570531,300460,943
ME,2018-07,87865174.71000001,932086,558918,1105
OR,2021-12,87809447.05,1919407,1234485,2587
OR,2019-12,87806895.41999999,2021441,1205531,2400
ME,2018-11,87757733.69,933475,558528,1163
OR,2019-05,87677614.96999998,2190682,1278308,2473
RI,2022-12,87633714.83000001,837960,448820,1940
KS,2022-02,87625254.21000001,1218763,718575,2010
KS,2019-05,87585381.6,1176414,662566,1988
WI,2018-12,87567979.79000002,2672361,1542504,3232
OR,2021-05,87551892.39000003,1945601,1271732,2561
KS,2019-03,87548270.22999999,1218584,699627,2032
NV,2018-03,87500925.41999999,1792081,1106037,4273
ME,2018-06,87494992.78,964088,576920,1185
MT,2023-10,87420323.4,1086144,413546,1437
OR,2020-10,87402214.01999998,1961548,1284812,2498
AR,2020-07,87344146.91,1823142,990571,2672
KS,2020-02,87331835.46000001,1223109,702444,2068
MT,2024-05,87235973.52999999,1007102,362445,1353
AR,2018-05,87179258.46000001,2094545,1149034,3028
KS,2019-09,87148984.52,1240972,699730,2014
OR,2022-02,87014060.66,1948200,1254531,2612
KS,2020-06,87002455.45999998,1152763,643396,1767
AR,2020-08,86825742.46,1787062,993016,2726
NV,2018-10,86825287.62,1732800,1132205,4258
NV,2019-06,86816459.93,1900117,1196729,2285
NH,2023-03,86749728.61000001,731176,310916,872
KS,2018-07,86662320.72999999,1092638,611583,1972
MT,2024-10,86630540.85000001,943052,339294,1247
KS,2020-11,86626206.06000002,1163981,649268,1914
KS,2019-11,86600836.32999998,1183782,664343,2039
OR,2018-10,86583320.29,2244681,1330678,2608
WI,2018-02,86577549.52000001,2756421,1638220,3353
MT,2024-03,86528480.92000003,1000455,364839,1329
HI,2024-11,86432012.95999998,442219,343997,837
GA,2022-10,86324254.55999999,1779579,1189868,1162
KS,2019-12,86323725.66000001,1151567,651700,1982
NH,2024-05,86317255.51,533121,246575,802
NV,2020-02,86274002.95,1981180,1222209,2279
RI,2022-08,86200577.65999998,823627,434104,2133
AR,2018-10,86023712.35999998,2140790,1299570,3190
OK,2019-01,86021635.39999999,1201261,875941,2554
NH,2024-01,85997522.11,577326,262790,801
MT,2022-10,85909905.22,1062625,457366,1569
RI,2019-05,85901730.48000002,1039201,521218,1721
MT,2021-07,85796211.7,955480,420096,1427
OR,2021-07,85631373.81,1878331,1209936,2484
MT,2024-04,85594379.40999998,1017755,381953,1400
OR,2018-01,85531283.25,1982268,1294927,2522
AK,2024-02,85504057.13000001,530948,271983,920
RI,2018-10,85491676.82000001,1063877,522766,2120
PA,2020-01,85432198.12000002,1435330,834756,2329
DC,2023-12,85429034.35,777813,318492,531
OK,2021-05,85295463.89999999,1074042,784215,2389
WV,2024-06,85177035.39,1276369,905388,1660
GA,2023-05,85131760.42000002,1696076,1138734,1196
AK,2023-03,85104199.79,589913,309723,949
OK,2020-02,85079851.58,1128095,840272,2478
MT,2023-09,85006599.10999998,1048704,396238,1420
WI,2018-06,85006116.63,2465989,1536518,3121
AR,2018-03,85004398.98000003,2103937,1160012,3095
RI,2021-12,84994358.08,819341,439660,2194
NV,2018-08,84973299.96000002,1704109,1107184,4230
IA,2018-12,84816180.47999996,1226618,543296,2295
KS,2018-05,84800523.89999998,1146545,643291,2063
MT,2022-08,84778025.32000001,1073196,466160,1547
AR,2020-11,84776611.53999999,1799749,986119,2828
OK,2019-12,84771596.35,1115658,833274,2479
OK,2021-01,84757739.16000001,1068010,784000,2368
DC,2021-12,84726833.88,941493,408677,564
MT,2024-09,84725914.94999999,910622,321396,1202
AL,2020-04,84657615.65,1316176,789529,2005
KS,2018-04,84637869.35,1183249,658271,2105
MT,2023-07,84431918.16999997,1004246,389679,1398
MT,2023-11,84284096.42999998,1026426,391542,1412
RI,2023-02,84184856.45,803835,437671,1944
NV,2018-05,84140671.13,1666607,1051219,4210
KS,2018-06,84020105.47,1049444,581809,1933
AK,2024-08,83983384.52,500620,266192,887
NH,2023-01,83931680.81,694528,291050,835
UT,2022-03,83903994.74000001,1360763,778201,1533
MT,2023-12,83887110.61,960432,352228,1293
RI,2022-07,83870902.78000002,735081,385795,2017
AK,2024-07,83853894.61,508147,265491,893
AK,2023-05,83844077.99,569694,295549,937
NH,2024-03,83819516.26,555372,254281,810
NV,2019-02,83807654.96000001,1966713,1240503,2299
RI,2019-10,83806888.47999999,998742,519767,1826
NH,2022-04,83796907.21000001,866022,393100,862
