hcpcs_code,claim_month,total_paid,total_claims,total_beneficiaries
D0220,2019-10,8677500.169999996,855477,796690
D0999,2020-07,8676824.06,58750,41196
T4527,2018-09,8672444.930000002,102070,97513
S9083,2020-09,8672209.35,82358,72719
G0300,2018-06,8670368.889999999,202096,22206
S9485,2020-03,8667030.089999998,27985,12027
H2013,2021-06,8666809.0,13339,1174
T2026,2019-11,8665792.09,55878,2968
T2026,2019-04,8664250.999999998,40653,3101
S9485,2021-02,8664152.85,23960,11230
D0330,2019-05,8663991.559999999,236589,219289
90460,2020-05,8663912.649999999,380397,320330
B4035,2020-03,8662950.19,84408,49779
90460,2018-06,8658416.62,381683,317746
T4535,2019-06,8656353.0,221487,211229
V2020,2019-02,8652588.69,512254,485281
D0230,2020-08,8651028.269999996,1457231,669521
96365,2018-07,8649911.02,118571,82047
S9485,2019-06,8643726.15,25609,13335
H0034,2018-10,8643479.850000001,92576,39402
D0150,2024-12,8640312.31,210150,205662
S5108,2019-07,8638844.680000002,99957,6008
77067,2018-03,8638244.49,171050,161471
G0300,2018-08,8638003.469999999,204086,22881
S5105,2021-03,8636360.43,231694,19895
97155,2019-10,8633008.7,66075,11779
71046,2024-06,8630489.940000001,546400,506393
99394,2018-09,8629216.359999998,148380,135633
B4035,2020-09,8627737.46,73272,49523
77067,2019-06,8622450.63,171642,164252
T1018,2020-07,8621205.14,46042,8087
D0272,2020-02,8618698.590000002,582388,560520
D0230,2020-10,8616488.02,1411683,665093
71045,2020-04,8612773.340000004,1190664,907644
T2026,2019-06,8612337.809999999,39096,3022
G2067,2020-11,8606940.24,70447,19851
H0005,2020-04,8606124.77,179644,39102
G2067,2021-03,8606070.570000002,68240,19207
S0280,2018-08,8600228.749999998,68557,54825
T4535,2019-04,8597480.049999999,224750,212110
B4161,2019-12,8597071.05,23979,17177
S9485,2020-12,8595685.469999999,24802,11300
D7210,2018-09,8587929.67,95353,41311
D0272,2019-09,8583695.49,561451,535340
T2026,2022-02,8583095.509999998,52043,2487
H2013,2018-12,8579969.51,15668,1436
D0330,2020-07,8576936.89,233086,219198
71046,2018-07,8576728.549999997,699165,633616
A0431,2019-05,8575772.54,5999,5021
41899,2018-01,8573826.69,11832,10229
A0431,2018-07,8572578.56,5715,4925
H0034,2018-02,8571951.23,77278,35129
T1027,2021-01,8570976.93,102325,35181
W1793,2020-10,8564495.07,56285,4652
S5145,2019-06,8561818.93,51826,2757
B4035,2020-04,8560859.689999998,79412,49291
G0300,2018-10,8549528.74,202771,21929
D0330,2018-04,8549432.040000001,249099,234330
41899,2018-02,8548581.11,10780,9414
T2026,2018-04,8546007.08,27278,3128
88305,2020-05,8546003.050000003,205217,171881
T2026,2021-04,8540925.450000001,55717,2830
T4535,2019-01,8538797.16,221214,208634
S9485,2019-07,8537538.549999999,29453,13441
90792,2020-04,8535336.02,74245,63633
T2026,2019-09,8526919.919999998,55316,2880
S9485,2019-08,8526183.62,29173,13297
T2026,2018-11,8523304.96,29343,3156
D0272,2020-08,8520947.05,555038,529376
T4535,2019-03,8517218.209999999,223393,210011
S5108,2019-05,8517004.97,96775,6020
S0280,2018-07,8511056.219999999,71063,54096
36415,2018-12,8510555.770000003,1985020,1604343
A9276,2019-04,8510397.78,22114,19605
D0272,2020-10,8506283.23,540801,519728
97140,2020-07,8504045.54,423016,128821
D0230,2018-10,8502599.49,1492869,675290
96365,2018-06,8498071.63,117680,80512
H2013,2021-02,8497141.23,12178,1092
D0272,2018-05,8497072.500000002,601478,575205
S5108,2019-04,8494599.23,96121,6173
S5105,2021-04,8493544.569999998,226752,20322
G0480,2020-04,8491120.859999998,165193,111270
S9485,2018-08,8491050.599999998,32392,13902
97140,2018-11,8490134.98,450224,148597
H2013,2018-07,8489615.45,16054,1542
T2026,2021-03,8488956.52,52982,2744
S5145,2019-04,8487829.89,51486,2705
S9083,2019-12,8485970.17,82042,75467
T1025,2022-07,8484725.38,34430,2792
S0280,2018-09,8483969.78,65910,53187
S9083,2019-03,8479996.52,98315,88205
90847,2024-11,8476410.95,72208,39711
B4035,2020-08,8475819.64,72508,48618
D0272,2018-01,8474846.640000002,610546,580648
97155,2020-02,8472018.51,68407,13298
96365,2019-02,8469380.600000001,115919,80807
D0274,2018-06,8467924.929999996,435509,415561
B4035,2020-05,8467280.2,71292,48088
H0031,2018-09,8463477.070000002,81271,67139
S5105,2021-05,8452014.909999998,225215,20660
T4535,2018-12,8450567.96,212580,202633
H2013,2020-11,8433859.459999999,14099,1199
T4527,2018-02,8426943.01,99975,94960
H0034,2018-06,8422907.330000002,77705,35134
T1025,2022-08,8419118.360000001,37412,2906
T4535,2018-08,8418640.149999999,215654,204387
90792,2019-02,8418298.16,78133,67766
71046,2023-07,8414299.700000003,559456,514913
90853,2020-05,8413516.1,230587,62880
A0120,2018-08,8406311.14,542581,94825
H2013,2024-10,8405650.639999999,8960,709
H0005,2018-09,8404439.459999997,212632,62859
90792,2020-05,8389627.729999999,72666,62817
D0230,2019-05,8386319.3400000045,1392353,640837
A9276,2024-09,8384130.03,22533,19757
V2020,2018-03,8383747.73,540215,511151
H0011,2019-10,8382024.72,21526,4785
90792,2018-03,8375729.640000001,83242,72908
D1206,2020-03,8374085.090000002,471749,454758
T2026,2018-09,8373883.590000001,29447,3091
77067,2019-01,8373468.650000001,165276,155879
99394,2020-02,8372857.659999997,141231,127362
T2017,2024-12,8372725.870000001,57157,7415
97112,2019-06,8372183.279999999,309907,94993
D7210,2019-12,8369914.03,83856,37115
B4161,2019-10,8365344.630000001,22295,16718
S9083,2020-03,8365023.560000001,88045,74857
99291,2018-06,8359448.619999998,77913,43026
71046,2024-07,8358795.870000003,528993,489926
A9276,2024-10,8357872.720000002,21466,18950
B4035,2024-11,8353777.029999999,69612,39475
T2026,2020-02,8352596.039999999,53082,2870
B4035,2020-06,8350764.0,71452,48535
S9485,2020-07,8347442.15,26429,12013
99291,2018-09,8347341.17,79086,44180
H0037,2024-11,8344376.820000001,54523,6810
G9012,2024-12,8343288.61,50275,33549
D0272,2019-02,8342183.550000002,539515,521178
96365,2018-11,8341031.579999998,112270,76749
90792,2018-05,8336685.029999998,83072,73596
36415,2020-05,8334053.010000003,1751601,1382195
T1025,2018-12,8332302.579999999,44313,3299
T4535,2018-11,8331474.979999999,210634,200979
A0431,2018-05,8329945.8999999985,5575,4813
G2067,2020-08,8329822.080000001,66525,17912
87635,2024-04,8329666.939999998,249675,208511
74176,2020-05,8329479.58,78531,71176
D0272,2018-02,8328692.730000001,588867,556174
S5145,2019-01,8322971.499999999,50552,2541
D0230,2018-07,8322810.62,1491051,649897
D0330,2019-02,8320416.149999999,224088,208746
41899,2020-09,8313977.92,10743,9506
D0274,2018-02,8312336.430000001,426589,408631
T4535,2018-10,8307107.57,214934,203120
99223,2018-02,8305603.259999999,131516,115502
A0120,2018-11,8301079.8,495509,91802
H0011,2019-08,8300085.090000001,20668,4751
71046,2021-04,8299214.570000001,575143,528686
T2020,2020-12,8286818.45,63095,8743
D0272,2020-07,8283566.950000005,545825,527291
92508,2023-08,8283391.55,656282,297436
77067,2018-06,8281719.6800000025,164189,155388
96365,2018-12,8274588.290000001,113920,79814
D0230,2020-07,8273993.230000002,1403723,655981
S9083,2020-08,8261065.739999999,77076,68383
D0272,2023-12,8259754.969999994,524517,506965
G0300,2018-02,8255070.24,197527,21262
E1390,2024-12,8254261.8900000015,117519,112917
T1025,2020-03,8252763.570000002,36685,3531
B4035,2019-12,8245711.789999999,71299,45139
T4535,2018-01,8242372.349999999,214100,197214
H0034,2019-04,8234561.42,92450,41224
T4535,2019-02,8232912.330000002,215236,202837
D0220,2020-02,8221363.0600000005,815183,761995
92004,2020-03,8219063.360000001,138188,128782
D0230,2019-09,8218149.909999998,1354570,621012
77067,2019-12,8216707.060000001,151420,145275
99204,2024-12,8215177.97,77267,74720
96365,2018-03,8213409.18,114709,78047
T2026,2021-02,8212307.35,52713,2587
96365,2020-05,8204450.610000002,104980,73508
71045,2019-12,8202448.009999998,1185222,907259
D0330,2018-07,8201825.4799999995,266034,225149
71045,2020-02,8198311.489999998,1149442,876391
G2067,2021-01,8196397.309999998,68795,21793
97140,2018-06,8195544.6000000015,450153,149484
B4035,2019-10,8191637.44,62615,44699
D0272,2018-06,8187844.619999999,579485,549723
A0431,2019-11,8187674.44,5247,4486
D0330,2018-05,8185205.95,239321,225422
B4035,2020-01,8182023.33,80123,49380
B4161,2019-11,8171505.000000001,22129,16672
D0330,2019-06,8170284.339999998,224710,208142
74176,2020-03,8168481.720000002,77751,69996
H0034,2019-05,8163527.82,90167,41138
D0330,2018-01,8161640.439999998,241315,225371
97140,2018-07,8156778.289999998,448175,146803
T1025,2021-12,8153775.739999999,47885,3963
T4535,2018-03,8151140.75,210649,198011
96365,2018-04,8144715.999999999,113426,77597
T1025,2018-09,8143117.630000001,42311,2941
D0220,2019-08,8143062.4700000025,820177,766487
H2013,2022-02,8138637.000000002,14183,1056
S5145,2018-05,8132823.759999999,47378,2823
S5105,2019-08,8131353.43,100543,13480
S9083,2019-02,8124441.07,93944,85064
D0272,2019-06,8121447.720000001,537486,511564
41899,2019-12,8119988.500000001,9553,8618
90792,2018-08,8118622.629999999,82268,71967
J9271,2020-01,8115686.31,1870,1140
T4535,2018-07,8115402.510000001,211742,201504
71046,2022-02,8114635.099999998,544489,499798
92508,2018-08,8112896.199999999,675292,270560
71046,2021-03,8110982.940000003,554760,508533
T1041,2020-08,8102517.380000001,10287,10281
B4161,2019-08,8097592.64,21837,16440
90792,2018-04,8091831.2700000005,81266,71486
74177,2024-12,8088361.600000001,44070,43315
S5145,2018-01,8087330.039999999,46653,2779
A0431,2018-08,8084804.129999999,5434,4730
A0431,2018-06,8080401.34,5561,4801
T4535,2018-05,8078158.540000002,211917,200824
H0011,2019-05,8064366.300000001,20060,4852
97535,2018-05,8052418.94,193250,40805
D8670,2020-04,8052221.460000001,51256,44703
B4035,2019-08,8049816.119999999,63425,44531
H0011,2020-01,8047888.0600000005,20384,4634
87635,2023-04,8045232.09,227153,194898
S5145,2018-12,8043498.41,48567,2462
S9485,2018-07,8040579.86,30767,13167
77067,2018-07,8036995.489999999,160939,152282
71046,2022-07,8034078.830000002,558462,508704
99291,2018-02,8030164.819999999,79447,41370
G0300,2018-12,8029768.639999999,193781,21905
J9271,2020-09,8018521.22,1881,1241
T2026,2019-02,8018303.8100000005,35869,3081
97155,2019-07,8012088.87,55794,10814
H0010,2019-02,8007286.569999999,21133,4086
D0274,2020-06,8006236.550000002,377205,364572
D0230,2020-11,8005419.749999999,1242124,602729
H0034,2019-01,8002552.41,91329,41071
T4535,2018-04,8001973.41,207437,197549
B4161,2019-06,7999593.879999999,20563,15581
D0330,2018-02,7996439.88,233017,218182
D0220,2020-10,7993407.78,803054,747208
99392,2024-12,7992880.500000001,114853,110932
T1025,2020-06,7992852.109999999,44080,3061
T2048,2022-12,7990394.120000001,5436,933
S5136,2018-11,7989362.670000001,17593,1960
S5108,2019-06,7986263.429999998,91729,5915
D0230,2019-06,7983007.19,1305911,606548
D2391,2020-06,7982642.230000002,132314,76051
H2013,2020-12,7979401.869999999,11987,1078
97140,2018-01,7976076.26,427203,133730
D0220,2020-09,7975607.189999998,790074,738311
90792,2018-01,7973765.8599999985,81796,70404
H0005,2024-11,7972271.710000001,142059,39127
T2020,2020-11,7967844.8500000015,63603,9426
97140,2020-03,7964812.789999999,381039,141997
90792,2019-06,7961850.789999999,73141,63813
D0230,2019-02,7959516.869999998,1347787,605352
T2026,2023-02,7953482.380000001,51521,2904
77067,2019-02,7950937.41,157884,149569
T2048,2024-11,7949328.659999999,3802,673
G0300,2018-09,7948754.539999998,196863,21058
T2026,2018-02,7948451.170000001,25738,3229
D0230,2019-11,7942820.1899999995,1321721,607092
H0034,2020-01,7942018.529999999,82176,38964
T4535,2018-06,7929722.610000001,208645,198036
97112,2020-08,7923505.879999999,334126,92925
97155,2019-11,7922592.87,58979,11898
97155,2019-08,7922164.330000001,55556,10827
H0034,2019-07,7920875.16,88040,39328
B4161,2018-01,7917534.19,29403,17904
71045,2019-03,7916016.389999997,1190170,907201
97140,2018-02,7908146.46,427393,139921
H0011,2019-07,7906088.010000001,19063,4728
H0010,2019-01,7900090.54,21269,4357
T4535,2018-09,7893171.42,203986,194494
97155,2019-12,7889296.679999999,57862,11831
G2067,2021-08,7884857.879999999,71118,19715
T4535,2018-02,7878315.310000001,203608,188886
S9083,2020-07,7877178.85,75137,66836
71045,2019-01,7876598.139999997,1152263,866187
36415,2024-11,7874935.7900000075,1975319,1709385
87635,2020-05,7866919.88,202116,174916
T1041,2020-07,7864190.0600000005,10336,10054
92508,2022-08,7863502.950000001,642474,294757
B4035,2020-02,7862914.49,75107,47274
A0120,2018-01,7858773.34,423082,94388
G0300,2018-11,7858513.180000001,189271,21571
D0220,2019-04,7857952.249999999,789265,744995
D0274,2019-12,7857791.6899999995,381002,365695
H0034,2018-08,7856415.7,88061,38454
B4035,2019-05,7856121.280000002,63344,44444
S5145,2018-03,7852701.060000001,44500,2792
S5105,2020-12,7851783.100000001,222339,19203
B4161,2019-07,7848173.450000001,21582,16224
97112,2019-03,7842753.99,314587,94367
D0272,2019-11,7842610.350000003,526189,506143
V2020,2018-01,7837637.569999999,501955,471376
D0274,2018-11,7836361.029999996,380714,366553
H0011,2020-02,7829955.4,19160,4447
H0011,2019-09,7819957.750000001,19588,4659
H0034,2019-03,7818069.73,89667,40193
A0120,2024-12,7818044.920000002,182858,47631
B4161,2019-05,7817419.95,21864,16129
T1041,2020-04,7816268.639999999,10110,10086
97140,2018-12,7813329.129999999,402004,134356
H2020,2024-12,7813157.059999999,44563,18417
D0220,2018-08,7809941.610000001,815038,757791
S5145,2018-04,7809467.0600000005,44740,2830
V2020,2019-12,7809325.580000002,457119,421324
B4035,2019-07,7800962.239999999,61759,44048
A0120,2018-02,7799203.579999999,422977,95975
T1018,2020-08,7797135.05,39222,8456
T1025,2020-09,7796336.280000001,43191,3064
B4161,2019-09,7796304.13,20880,16004
H0011,2019-06,7796041.92,19997,4705
H0034,2018-11,7790605.1,84492,36943
A9276,2019-03,7789803.27,20314,18118
D0220,2020-08,7784473.800000003,783818,713275
A0431,2019-03,7773841.780000001,5421,4644
D0220,2019-01,7756028.079999998,786347,732600
D0220,2020-07,7747656.339999998,774043,717471
99394,2019-04,7742203.99,130956,120063
A0431,2019-04,7741447.58,5416,4570
B4035,2019-04,7741348.069999999,62935,43885
V2020,2020-06,7736255.459999999,426566,406352
D0230,2018-03,7734410.620000001,1591229,701639
T1041,2020-06,7733889.47,10035,10008
T2048,2018-05,7730669.51,14459,1076
D0330,2019-11,7729611.840000002,216523,201430
A0431,2018-04,7729197.269999999,5234,4484
99394,2019-05,7728386.989999998,127541,116119
V2020,2018-04,7726669.969999999,500247,474182
H2013,2018-02,7723844.529999999,14064,1510
B4035,2019-03,7722337.710000001,63201,44079
V2020,2018-11,7720805.6499999985,454204,429363
V2020,2019-06,7719338.759999998,451352,428544
H2020,2019-05,7712321.68,76271,12456
S5145,2018-07,7711584.099999999,42891,2598
D7210,2020-03,7707009.33,74098,31914
V2020,2018-07,7700977.41,478994,457159
H0011,2019-03,7699500.440000001,19438,4813
D0272,2020-11,7697981.11,472943,456631
S5145,2018-06,7697893.66,45044,2801
97535,2018-06,7697095.730000001,170749,33978
B4035,2019-11,7695536.22,61988,43111
D0220,2018-10,7692188.749999997,793569,741013
J9271,2020-06,7690011.44,1758,1142
S9083,2019-11,7685947.66,73718,67741
A0120,2020-10,7684647.76,317083,73726
D0330,2018-06,7681739.779999997,223781,210335
97140,2018-09,7679729.42,416736,141406
S5145,2019-02,7676249.420000001,45982,2581
S5105,2021-01,7676012.979999999,212520,19389
A0120,2018-09,7672911.250000001,467223,89934
77067,2018-11,7664657.46,153678,146221
S9083,2019-01,7659087.439999999,87411,79046
H0040,2024-12,7656880.079999999,28222,7925
D0272,2018-11,7656442.900000001,513880,495738
G2067,2024-12,7653893.750000002,43538,26870
A0431,2019-12,7644506.89,4867,4122
97112,2019-01,7630316.7299999995,284665,84297
B4161,2019-04,7630011.509999998,22193,16076
T2048,2019-10,7628678.8500000015,9031,990
D0220,2019-07,7625457.409999998,785916,734480
41899,2020-08,7622345.709999999,10092,8957
87491,2020-04,7621866.550000001,352732,326500
T2048,2018-03,7610978.17,15043,1102
A0431,2021-01,7608310.3100000005,4871,4311
B4161,2019-03,7605034.97,22649,16108
D0330,2020-06,7603932.37,207009,195966
96365,2018-01,7595748.579999998,111793,75465
H2018,2023-05,7593964.3,19147,3472
S5145,2018-08,7592594.49,40989,2512
77067,2018-02,7590445.15,147201,137864
71045,2018-01,7582315.830000003,1181681,820216
S5145,2018-10,7579844.94,43814,2299
77067,2018-01,7579031.79,149224,136866
S9485,2020-06,7572140.22,23893,10949
H0034,2018-12,7564912.139999999,82292,35378
H0011,2019-12,7562242.5200000005,18393,4272
T2048,2018-06,7561981.46,13681,1050
H0034,2019-08,7560348.209999999,86177,38598
A0120,2018-05,7558623.52,414681,90377
T1025,2018-05,7558433.250000001,55840,3345
B4035,2019-09,7555767.9799999995,59884,43261
71045,2019-10,7548635.729999998,1117355,853928
T1025,2022-02,7546898.51,46405,3958
B4161,2019-01,7546683.059999999,24589,16338
H0034,2018-07,7541944.289999999,81716,36780
H2020,2019-06,7539986.539999999,81752,16123
T2048,2019-09,7533521.63,9715,930
S5105,2021-02,7530580.98,203779,19843
B4161,2018-05,7523980.499999999,27732,17591
D2391,2024-12,7523539.709999999,105656,62565
A0120,2018-03,7517036.479999999,423358,92666
97112,2020-07,7516673.019999999,320608,84599
B4035,2019-06,7509987.930000001,59959,42991
D0272,2018-09,7506788.210000002,513691,495422
99394,2018-06,7503259.73,131917,122284
H2018,2023-06,7490298.85,18091,3761
81420,2020-11,7489869.080000002,30400,28061
V2020,2018-09,7485594.3599999985,460755,439523
H0011,2019-11,7481785.28,19377,4199
97140,2024-11,7479160.7299999995,355786,137441
H2020,2018-05,7479021.289999999,64675,6139
41899,2018-12,7475865.9799999995,8549,7736
T1041,2020-05,7475719.910000001,9748,9735
D0220,2020-11,7474879.619999997,749414,700868
S5145,2018-11,7474488.359999999,43641,2329
77067,2020-06,7471780.3999999985,136035,130816
A0120,2018-07,7455080.790000001,424853,83873
T2048,2018-04,7450680.05,13752,1023
B4035,2019-01,7442769.740000001,65559,44143
H2020,2019-04,7440301.709999999,69925,11061
D0220,2019-03,7433642.03,758831,713520
H0011,2019-04,7432542.010000002,18911,4637
H0034,2019-10,7415734.309999999,88435,40511
J9271,2020-05,7398371.34,1768,1153
H0010,2018-12,7393185.05,20544,3780
S5145,2018-02,7391396.38,42727,2884
H2035,2018-10,7390238.78,83955,9047
71045,2019-11,7384744.400000002,1079439,825952
90792,2018-11,7382326.129999998,69920,61495
D0220,2019-05,7379887.879999998,746267,701151
S5105,2020-07,7379764.059999999,189576,17216
97155,2020-03,7356602.009999999,57079,12400
A0120,2018-04,7355996.339999999,419214,92912
D0272,2020-06,7354140.420000003,486644,474356
D0220,2018-03,7346741.469999998,798580,747561
87635,2024-11,7339979.21,213602,179772
77067,2018-09,7339823.830000001,147594,139413
J9271,2020-04,7332276.390000001,1838,1167
D7210,2018-12,7327767.839999998,77641,34485
J9271,2020-08,7325579.48,1748,1154
A0120,2018-12,7318726.1899999995,441770,83432
D0230,2018-04,7317964.840000003,1497176,663211
71045,2019-05,7308804.0200000005,1108782,844828
G2067,2020-12,7307784.19,62579,19843
D0230,2018-01,7306516.230000003,1540366,670822
B4161,2018-10,7297930.609999999,24800,16288
D0220,2019-09,7295891.250000001,731279,682399
B4035,2019-02,7289684.169999998,60415,42743
97112,2019-02,7289648.99,279605,85154
J9271,2020-03,7285972.4799999995,1858,1184
S5145,2018-09,7281330.340000001,42871,2307
71045,2019-04,7268532.420000002,1099932,832489
V2020,2018-02,7264339.330000001,468502,442902
D0274,2018-09,7259496.860000004,363446,348826
G2067,2021-04,7250471.19,61412,18792
B4161,2018-08,7250152.280000001,24288,16448
81420,2020-10,7246002.630000002,29292,27082
D0220,2020-06,7242224.489999999,708479,662987
90792,2018-02,7230207.54,72710,63951
S5105,2020-10,7224547.890000001,198146,17826
B4161,2018-03,7222404.299999999,26982,17049
B4035,2018-12,7221752.29,60643,40428
D0330,2018-11,7217164.849999999,199506,188335
97112,2018-10,7216621.580000001,299755,86327
B4161,2019-02,7215407.15,22345,15806
D0230,2018-05,7214348.619999999,1466863,655376
A0120,2018-06,7208656.22,426379,82198
G2067,2021-02,7208621.84,57168,18794
D0999,2020-03,7208364.7299999995,52124,40532
B4161,2018-12,7207499.150000001,23587,15703
71045,2019-02,7203685.379999999,1081910,824176
T2048,2019-05,7194017.0,10246,942
H0034,2019-06,7191516.829999999,79735,37881
71045,2019-09,7190914.859999998,1071391,819997
H0010,2018-11,7190346.91,20776,4037
B4161,2018-07,7178331.650000001,25879,16898
V2020,2018-05,7177591.0600000005,468709,442107
G2067,2020-06,7175006.360000001,51700,15793
H0034,2019-09,7169786.79,79800,37886
B4161,2018-11,7167362.32,23427,15956
H0011,2020-03,7166576.879999999,19452,4296
90853,2020-04,7161392.53,206167,53483
D0274,2018-12,7160206.480000002,344684,329756
H0034,2019-02,7157747.170000001,87118,38603
97155,2019-09,7155789.7700000005,51815,10627
A0431,2018-09,7148434.53,4815,4272
D0230,2018-11,7146432.909999996,1248876,555418
B4035,2018-01,7144379.8100000005,62059,41440
H0034,2018-09,7142679.79,78370,34871
G2067,2020-10,7141562.009999999,61777,18983
A0120,2021-01,7140240.76,281525,67308
D0220,2018-04,7140131.01,771654,722565
S5105,2020-09,7133095.319999999,190387,17872
77067,2018-12,7131214.440000001,135981,128127
S9485,2020-05,7126791.07,24570,10816
D0220,2019-11,7120683.279999995,707976,660471
H0034,2019-12,7112749.110000001,75184,35994
B4161,2018-02,7110518.7700000005,26079,16845
A0120,2020-12,7106038.789999999,286061,67965
87635,2024-05,7105680.239999998,214386,173882
96365,2018-02,7103901.840000001,102532,69262
D0220,2018-05,7095809.059999998,764626,716464
G0467,2024-10,7094992.72,138772,111791
T1025,2021-10,7093971.39,47055,3507
S5105,2020-11,7081836.64,198881,18905
A0120,2020-09,7075429.640000001,288307,68084
S5105,2020-08,7074730.009999999,182783,17900
99282,2024-12,7071799.569999998,45571,44201
B4035,2018-05,7062383.7,56675,40661
S9083,2019-10,7062125.509999999,68933,63224
T2048,2018-01,7059125.12,12440,1030
S9122,2024-12,7058199.66,50262,5589
H0034,2024-10,7057888.9799999995,81496,47777
B4035,2018-08,7056118.170000001,57725,40889
T1025,2022-09,7054615.55,30885,2531
71046,2021-01,7052643.170000001,474062,427702
G2067,2020-07,7050914.0,55124,17696
H0011,2019-01,7050331.409999999,17294,4610
T1025,2021-11,7045389.050000001,44901,3664
H0034,2020-02,7030520.82,71731,35079
41899,2020-07,7028196.380000001,9084,8135
D0230,2020-06,7028184.359999999,1224141,568146
D0230,2019-12,7026790.16,1177982,548916
93306,2020-04,7012049.6899999995,81749,75246
D0230,2018-06,7008357.770000001,1428785,629488
90792,2018-06,7006963.45,70150,61676
92508,2024-08,7005202.860000001,552342,258754
90792,2018-07,7005058.549999999,70988,62331
T1025,2020-05,7002856.050000001,31268,2451
H2020,2018-04,7000414.5,60709,6399
T2003,2020-06,6986356.17,343686,51580
B4161,2018-04,6985391.200000001,26721,16984
92508,2019-08,6981804.54,607655,286010
71045,2019-08,6978390.6000000015,1065755,808290
B4035,2018-10,6967816.579999999,56151,39793
97535,2018-04,6967118.040000001,186981,39405
D0220,2018-01,6967078.890000001,769311,715577
99203,2024-12,6960124.6000000015,88592,85246
D0230,2018-02,6954431.910000001,1423303,626481
H2018,2024-10,6951987.61,24028,4836
T1025,2022-01,6935329.45,43899,3888
A0431,2020-01,6933426.569999999,4357,3771
D0330,2018-09,6925944.6899999995,201747,190000
D0230,2018-09,6925898.229999999,1223593,542582
D0272,2019-12,6921347.71,461144,447119
A9276,2024-11,6921251.95,17944,15745
H0010,2018-10,6919920.259999999,20048,4271
B4035,2018-03,6918662.58,57831,40524
B4035,2018-07,6915138.390000001,56685,40219
H2020,2018-03,6909453.739999999,63678,6387
87591,2020-04,6908925.42,350910,324695
99391,2024-12,6899656.73,102536,97887
D0999,2020-06,6898891.69,46368,32254
99394,2019-03,6896321.7200000025,118299,107380
S9122,2018-11,6889009.27,68759,4529
97140,2020-06,6888941.970000001,331248,99667
97112,2020-04,6885452.95,188057,39053
D7140,2020-05,6883937.540000001,116956,56983
A9276,2018-12,6878799.01,18003,15269
A0120,2020-11,6875035.699999999,292052,70809
S5105,2019-07,6873611.25,84675,10392
H2020,2019-03,6872075.779999998,62482,9610
G2067,2021-06,6866068.25,60933,18788
41899,2024-11,6860695.28,5316,4938
H0011,2019-02,6853714.129999999,17301,4201
99394,2018-11,6852245.769999997,116960,107429
97155,2019-05,6847618.79,49091,9751
A0431,2018-10,6845754.970000001,4744,4134
71045,2018-12,6844002.869999999,1053312,798423
96365,2020-04,6840666.68,84976,57891
D0220,2019-02,6840596.309999999,688662,644042
B4161,2018-09,6834671.119999999,24163,16036
71045,2019-07,6826753.419999995,1044533,790924
H2018,2023-03,6822398.700000001,20190,2978
H2020,2018-06,6820040.9,57967,6546
G2067,2020-09,6819231.119999999,55970,17693
H0034,2019-11,6810451.529999999,75533,35471
A0431,2018-01,6810006.400000001,4857,4146
D0220,2018-07,6808016.239999996,737381,675318
71046,2020-10,6807802.590000001,483676,437041
97535,2018-03,6804999.279999999,180410,39457
A9276,2019-02,6804526.710000001,18796,15905
71045,2019-06,6802870.130000001,1036287,789709
A0120,2021-02,6796622.6099999985,279815,68787
71045,2018-03,6788110.880000002,1076109,804019
D0230,2024-12,6787951.589999994,984503,456799
V2020,2018-12,6772456.170000001,401562,380443
B4035,2018-06,6770174.619999998,55469,39879
B4035,2018-02,6769820.22,55829,39480
S5105,2024-12,6764304.839999999,77096,14835
S5105,2020-06,6756858.760000001,168905,16536
96374,2020-04,6755604.16,211989,174984
B4161,2018-06,6750752.640000001,23721,16230
71045,2018-05,6728187.470000003,1012041,763298
S9083,2018-01,6713154.25,81899,75015
S9122,2019-01,6711499.539999999,82194,5077
S9083,2019-04,6708538.6,73481,65160
B4035,2018-11,6701218.859999999,55102,38968
H2018,2023-01,6697911.93,21563,2981
S5105,2019-06,6697084.16,82395,11619
J9271,2020-07,6689293.760000001,1564,1056
T2048,2019-08,6680734.51,8476,849
A9276,2019-01,6680239.38,18527,15700
D0220,2019-06,6679641.119999998,682888,642381
T2048,2019-01,6678975.21,10805,997
G2067,2021-07,6670627.8599999985,62625,18770
A0431,2018-03,6661694.34,4776,4167
S9122,2018-10,6648173.13,69965,4399
T1025,2020-07,6643553.499999998,44986,3060
J9271,2019-12,6640322.470000002,1433,926
T2048,2019-04,6640245.540000001,10255,920
H2020,2018-02,6638475.619999999,54940,6207
D7210,2020-05,6637505.35,61916,27768
H2018,2022-09,6630085.86,24216,3058
97155,2019-06,6629402.0200000005,46420,9731
97155,2020-05,6626911.7299999995,56236,9669
71045,2018-02,6621561.290000001,1019330,754262
H2018,2022-10,6609321.930000002,21869,2907
G2067,2021-09,6604398.080000001,61515,19887
B4035,2018-04,6596267.430000002,55894,39526
D0330,2019-12,6594734.030000001,184746,173676
D0220,2018-02,6591719.609999999,719639,669846
B4035,2018-09,6586210.260000001,53494,39033
T2026,2023-03,6583080.29,42503,2916
T2048,2018-09,6578727.840000001,11436,1016
T2048,2019-07,6578067.290000001,8143,837
A0120,2020-07,6574755.910000001,297178,59951
T2048,2019-03,6562390.419999999,10844,944
D2930,2020-05,6561413.4399999995,58371,18308
H2018,2022-07,6557517.580000001,17642,2770
A0431,2020-02,6550925.820000001,4379,3785
