hcpcs_code,claim_month,total_paid,total_claims,total_beneficiaries
S5102,2022-06,134424750.45,1618548,95547
92507,2023-10,134238276.98000002,2248573,599692
H2015,2024-10,134045310.33,1013344,119643
97153,2023-10,133971260.12,576162,44854
T1017,2023-05,133856247.64999999,1137510,437194
92507,2024-02,133631998.62999998,2253241,616862
90834,2022-08,133627792.92999998,1516316,723613
90834,2021-03,133331278.33999996,1741257,796430
97153,2024-10,133316965.63999999,570231,45384
H2015,2023-07,133288527.88999999,1051835,118188
97153,2024-02,133184449.60000001,620741,50111
90834,2022-05,133089634.10999995,1535893,762542
S5102,2022-09,133001623.39999999,1578401,95734
T1000,2024-05,132745459.37999997,274953,11681
90837,2021-04,132680241.9300001,1562457,689212
90837,2021-06,132503476.5100001,1555354,684414
T1017,2023-03,132427641.00999998,1104324,435648
92507,2023-01,132094513.74999997,2245746,590289
A0427,2023-05,132057329.9,473485,396064
97153,2024-01,131909436.58000006,619452,50238
97153,2024-03,131907288.79000002,611985,49870
T1017,2023-12,131825844.81999998,1016715,417391
S5102,2023-09,131813729.82000001,1364197,98267
99283,2020-08,131741326.2400001,1394114,1240555
99283,2020-07,131334613.85000001,1398023,1239393
92507,2024-05,131226669.6,2135668,583451
90837,2021-12,131215443.38000001,1501616,684501
99283,2020-09,131162495.33000001,1383213,1235675
H2015,2024-06,131035485.79,996342,120765
97153,2023-08,131017252.64,599089,49310
90837,2021-08,130960317.05000012,1520063,675939
H2017,2023-09,130951127.50999999,1029185,195168
T1000,2024-08,130852837.18,262904,11722
90834,2022-11,130823418.85999998,1509253,731921
A0427,2024-01,130744914.17999999,435221,359571
T1000,2024-07,130741156.38,266801,11634
T1040,2024-05,130637194.83,670957,228377
97153,2024-07,130522426.23,573474,46789
T1017,2024-09,130445463.90000002,912223,407326
99285,2018-06,130439190.45999998,1128552,1016014
T1040,2023-08,130199044.89999998,603120,206264
H2017,2023-03,130186122.57,1055370,181431
A0427,2023-10,130069103.67000005,426485,360782
90834,2022-04,129931721.55000001,1518322,772410
92507,2022-03,129891005.67000005,2229567,559683
S5102,2022-05,129865988.21000001,1570469,94175
T1017,2023-07,129841744.51999998,1023715,418731
92507,2024-01,129742614.01999997,2126346,598772
H2016,2024-12,129736267.42999996,416710,40919
S5102,2023-05,129646327.28,1462339,94099
A0427,2023-09,129609956.57999998,432132,365771
T1000,2024-04,129510531.42000002,264047,11562
T1000,2023-08,129487630.98000003,273082,11474
97153,2024-08,129377876.21,577117,49998
T1000,2024-03,129302569.54,266121,11511
T1040,2024-02,129186261.82999995,658634,229938
A0427,2023-12,129156519.92,425342,358918
H2015,2023-09,129088337.79000002,1047050,121778
H2016,2018-11,129082425.55,405521,30382
90834,2023-02,129045957.78999999,1501040,755144
H2014,2023-03,128931680.97000001,1032118,143736
90834,2022-09,128504374.27000004,1478435,719473
T1000,2023-10,128455017.15999998,275133,11404
T2021,2022-08,128434197.26000002,760421,64888
T1020,2020-01,128433637.47,501756,65967
90834,2023-04,128353499.77999996,1479032,762562
T2021,2023-04,128273013.51999998,751093,67812
T1000,2024-10,128120507.99000002,260941,11505
T2021,2023-12,128116755.46000001,745297,69054
H0015,2023-04,128062709.42000002,444941,59344
T1040,2023-10,128011534.32000001,660440,229230
H2017,2021-03,127925344.05999999,1199794,184342
A0427,2024-05,127905107.99000004,404548,339603
97153,2023-05,127833138.92000002,598233,47640
99285,2018-11,127784679.85000007,1096529,978069
90834,2022-10,127771628.35999995,1492514,731420
T1000,2024-01,127651802.82000004,266857,11474
S5102,2023-03,127640911.94,1478817,92155
T1040,2024-01,127126019.18000005,641505,226422
T1040,2024-03,126987871.92,649798,230054
T1000,2024-06,126796162.31000002,253380,11697
S5102,2023-06,126536837.03999998,1404436,95140
S5102,2021-12,126528636.12000002,1496619,89770
92507,2024-03,126437591.68,2082514,600823
U0003,2020-10,126383165.86,1868244,1448014
99285,2018-02,126051007.65999998,1096276,978160
T1017,2024-10,126007705.33999999,924161,392200
97153,2023-11,125991952.80999999,537271,44119
90837,2021-07,125909870.32000004,1463040,654182
A0427,2023-06,125886610.01,448494,377827
99285,2020-05,125527493.95000006,984280,878316
S5102,2022-04,125515702.05999999,1511983,92662
T2021,2024-11,125412660.94999999,685150,66142
T2021,2023-01,125211048.48,752038,66443
H2017,2023-05,124945477.49,1092813,182402
90834,2023-06,124896755.57000001,1426549,715352
92507,2023-11,124754778.08000001,2079190,586682
S5102,2021-09,124591897.3,1487589,88984
A0427,2023-11,124570789.94999999,405665,343635
T1000,2023-11,124549184.49000001,263682,11455
90834,2022-02,124526758.62000002,1472717,745124
90834,2022-06,124480615.77999996,1431619,710446
T2021,2022-10,124255208.85,743331,65471
90837,2021-05,124254574.27000001,1483720,665858
T1040,2024-07,124239407.78999993,629074,214372
S5102,2022-07,124203164.16000001,1475314,94143
T1020,2019-10,124145758.46999997,503553,65824
H2017,2020-10,124059867.04000002,1135585,177997
S5102,2021-08,124029620.60000001,1478196,88129
T1017,2023-06,123914641.29,1045801,419492
T1017,2023-04,123880410.82000002,1028762,421273
90834,2023-07,123853258.25999999,1305285,670387
T2033,2024-03,123699757.73,235302,16499
T1000,2023-12,123637549.87,257397,11468
T1020,2019-12,123546465.22000001,489830,65997
A0427,2024-03,123514206.00999998,407279,337904
T1040,2024-10,123450542.88999999,635839,208857
T1000,2024-02,123437606.86999999,260339,11627
T1020,2019-11,123403340.24000004,495171,65763
T1020,2020-03,123219597.37000003,477717,65436
T2033,2024-08,123173169.17000002,206313,15712
T2021,2022-09,123165525.74999997,729000,65134
A0427,2023-03,123141344.12000002,454350,380286
H2017,2023-07,123129221.42000002,989000,190402
A0427,2023-04,123087009.66999999,448401,375507
T2033,2024-07,123024210.14000005,210092,15759
S5102,2021-11,122939074.04000002,1456125,89685
T1000,2024-09,122790277.84999998,250582,11422
92507,2023-02,122724423.38999997,2114308,591475
T1040,2024-08,122567548.58999996,621904,218142
H0004,2023-03,122553337.24000001,1143882,408603
T1000,2023-09,122518755.12000002,261591,11590
H2017,2020-12,122441293.47000003,1138002,177860
92507,2024-10,122413755.77000001,1942695,510003
T2033,2024-05,122411365.77000004,225466,16787
H2017,2023-12,122280665.12999998,972637,188890
92507,2023-08,122260171.42000006,1851080,502788
92507,2023-04,122150392.47000006,2055190,586053
A0427,2024-07,121851858.33000001,381628,320188
T2033,2023-12,121750282.84,230318,16029
S5102,2023-07,121676062.23000002,1263269,94918
T1000,2023-07,121551929.91,256614,11317
T1040,2024-09,121521161.96,612304,216969
T2033,2024-04,121450382.25,224487,16648
A0427,2024-04,121437018.82000001,392589,327029
90834,2022-01,121251636.33000001,1462299,726079
T1000,2023-05,121210505.64,269684,11454
A0427,2023-01,121198398.02000003,455682,377016
H2017,2021-06,121150036.49,1098360,174573
T2021,2022-11,121084831.11000001,722455,65814
99283,2021-02,121071126.41,1219075,1106702
90837,2021-01,121051479.73,1429996,632735
90834,2021-04,120711751.78999995,1570021,758854
T2021,2023-02,120501837.80000001,719598,67008
97153,2023-06,120497571.80000003,563986,47721
A0427,2024-06,120454860.0,380140,320194
97153,2024-06,120326451.36999997,540618,46882
H2017,2023-04,120245684.09000002,998933,176012
T1020,2020-10,120158030.53,455436,64150
H2017,2021-04,120127595.85999998,1108040,179688
T2033,2024-10,120111315.69999999,225031,15428
T1020,2020-02,120015619.01,464924,65744
T2033,2024-06,119851075.46000002,217584,16647
99214,2024-12,119766144.1999999,1601946,1483576
99213,2024-12,119705457.66999999,2465609,2233717
S5102,2021-10,119669751.39000002,1426794,89792
H2014,2023-04,119525913.18,982078,139650
T1040,2023-11,119467779.55,621541,223163
90837,2021-02,119460049.90000004,1406431,640755
T2033,2023-10,119414340.39999999,229705,15892
T1040,2023-09,119221396.50000001,546950,197042
90837,2020-10,119167046.2100001,1382496,594446
H2017,2021-01,118980192.80999999,1108649,178461
T1000,2023-06,118967939.02000004,257665,11372
92507,2023-09,118919864.09000005,2020952,574714
90834,2022-12,118895874.67000002,1357475,692149
U0003,2022-02,118843604.43000002,2063948,1370686
A0427,2024-02,118743805.66,393261,324576
99284,2020-05,118671123.60999998,1052409,944834
T2033,2024-01,118601110.08000001,227183,15684
90834,2021-11,118484544.58999996,1477212,730565
S5140,2024-08,118297453.04000005,772150,29837
U0003,2022-05,118247972.72,2015408,1166583
T1040,2023-03,118211188.23000002,617251,207088
T2033,2023-08,118188780.53000002,207370,15832
H2017,2020-11,118073818.81000002,1077766,175505
T1020,2020-07,117907033.05,447669,63332
97153,2024-09,117550930.69999997,513890,43782
T2033,2024-09,117517649.93999998,201859,15315
S5140,2024-07,117490672.80999996,770202,29646
T1017,2023-01,117184821.16999999,1000911,408282
T2033,2023-07,117104062.53,216256,16101
A0427,2024-08,117063325.05000004,371576,314279
T1020,2021-01,117053905.4,435210,58580
T1020,2020-08,116962315.62999998,448156,63915
A0429,2024-01,116841574.34,452259,365008
U0003,2021-03,116744158.33999999,1948842,1485290
92507,2022-10,116658452.84999998,2000540,552845
T1000,2023-03,116654626.27,263417,11151
U0003,2021-04,116564904.25000001,1952128,1523872
S5102,2019-10,116513159.71,1518222,103783
90834,2023-12,116418598.13999999,1219213,640632
S5102,2022-12,116398545.56000002,1346226,90459
92507,2021-03,116362527.60000002,2087778,526561
92507,2022-11,116231149.58999996,1968893,550805
T2021,2022-12,116206788.45999998,672946,66021
H2017,2023-01,116085652.78000002,947858,169297
92507,2022-05,116051036.38999999,1953228,522434
T1017,2022-08,115993526.06,1041610,402844
90837,2020-12,115940613.44,1377336,603544
S5140,2024-05,115787476.94999997,748612,29251
90834,2021-10,115702591.39000002,1447191,724052
S5102,2022-11,115655755.28,1340283,90724
S5140,2024-03,115545650.73,740699,28614
A0429,2023-07,115524749.44999996,451881,369894
T2033,2023-11,115520543.74000001,222230,15679
90834,2021-06,115415999.94000001,1483103,719093
S5140,2024-09,115299723.62000002,747837,29867
H2017,2024-06,115169261.49999999,901783,173015
97153,2023-03,115108075.18,571083,46481
A0429,2023-10,115089189.45000002,441044,364975
92507,2023-06,115085259.13999999,1702830,452861
S5102,2023-01,114941596.91999999,1321614,89729
S5102,2024-11,114811217.36000003,1111021,83545
T1040,2024-06,114798574.87,585240,211700
92507,2024-09,114782333.03,1864474,527713
97530,2023-03,114728555.09999998,2371628,640507
A0427,2022-07,114652553.31999998,458766,379487
A0429,2023-08,114624363.32,451244,370928
T1020,2020-09,114566772.26000004,443777,64291
S5140,2024-04,114454273.11000001,721283,29175
S5140,2024-10,114453639.47,771392,29336
A0427,2022-05,114375581.62,458063,380384
97153,2023-09,114283154.73999998,506706,43195
90837,2020-01,114277480.69000001,1361995,619593
T2021,2020-01,114248847.23000002,850565,78490
90834,2021-09,114169081.83000001,1436901,709432
90999,2020-03,114093907.32,1197406,90324
T1020,2021-03,113959080.30000001,439176,64215
T1020,2020-12,113802026.94,412829,58366
T2033,2023-09,113762193.41999997,202173,15879
T2021,2019-10,113746696.46000001,782706,73803
H2014,2023-05,113704780.22,1046267,141543
T1020,2021-10,113670853.52999996,434422,64322
S5102,2023-04,113581055.91,1286617,93029
97530,2023-05,113296518.64000005,2240972,624779
H2017,2021-05,113236201.71999998,1042134,172968
H2019,2021-03,113198219.07000001,1058552,270149
H2017,2023-06,113177014.05000003,994482,173224
T1017,2023-02,113097099.66,952469,402279
A0427,2022-08,113085128.32,455258,376487
90999,2020-04,113085101.29000002,1261843,90799
S5102,2022-02,113057870.46,1368976,89610
T1040,2023-05,113053218.88,592327,205460
92507,2022-04,112964531.76000006,1943479,534240
S5140,2023-12,112940913.75000001,708904,28030
99283,2020-06,112836532.02000003,1192616,1086517
T1017,2022-03,112781998.71999997,1043350,401133
90999,2018-04,112747138.54,1035175,84242
H2017,2024-07,112711723.46000001,907660,151670
H0004,2023-01,112684990.65000004,1039651,385334
90834,2021-12,112666962.71999995,1389299,700956
97153,2023-07,112616560.80000003,513748,45199
T1000,2022-08,112597869.31000002,252443,10891
90837,2019-10,112570751.75000001,1370395,608852
97153,2023-12,112548621.22999997,509078,43148
T1020,2020-11,112475806.99999999,424506,57236
90834,2021-05,112461735.83999996,1449182,730942
T1020,2020-05,112365033.83999997,436146,62490
H2017,2023-02,112191895.90000002,897190,170100
U0003,2021-02,112160261.84000002,1937936,1436697
T1000,2023-01,112081963.47,264919,11319
T2033,2024-02,112023947.65,215321,15975
90834,2021-08,112022920.80999997,1410139,698820
S5102,2021-07,111932943.53999996,1348995,86071
H0004,2023-05,111861258.27,1114543,400534
S5140,2024-01,111861052.72999997,719816,28169
T1020,2020-04,111808780.44999996,434170,63949
T1000,2020-12,111719013.02999999,271093,11291
H0019,2023-08,111684091.28000003,302448,19811
90834,2020-10,111682065.69000001,1427503,685851
T1000,2021-03,111671139.46000001,276713,11399
S5102,2022-10,111660355.08,1293230,90727
A0427,2022-10,111614882.19999997,442150,368689
T1000,2023-04,111568024.34,248959,11198
A0427,2023-02,111476173.66,415005,347972
T1020,2021-12,111389218.57999998,443643,84445
T1020,2018-03,111366192.01999998,703480,70045
S5102,2020-01,111353133.02,1439946,101672
H2019,2024-04,111323908.45999995,957175,256742
92507,2024-07,111321863.13000004,1642425,426535
90834,2020-12,111231545.72000001,1442612,689047
90834,2024-07,111223638.27999997,1138499,561990
92507,2022-09,111183237.85000004,1924613,533616
90999,2023-03,111174262.70999998,1280991,92046
S5140,2024-06,111154266.44000001,742391,29075
90834,2024-10,111083964.33000006,1207529,579672
A0429,2023-05,110999392.23000002,452800,372665
90834,2022-07,110973464.77999999,1256135,641662
A0427,2022-12,110899979.16999997,448479,375968
H2036,2024-03,110859692.91000001,414668,29661
H2017,2019-10,110832968.34,1191560,175161
T1017,2022-09,110826112.97,970376,390201
H2014,2023-01,110818343.17999999,690244,123334
T1020,2022-10,110815903.03,414714,66043
H0004,2022-08,110813616.31000002,1035345,365560
H2017,2021-02,110612130.33,1045533,178850
T1000,2022-12,110601496.91999999,249962,11067
T1017,2022-10,110589199.95,947364,389765
A0427,2022-11,110570886.0,436724,368026
S5102,2021-06,110560788.11999997,1382397,82016
92507,2024-08,110466932.43,1669757,478679
T2021,2022-03,110441784.25000001,725549,63074
90837,2020-09,110398371.19000001,1288993,550367
H2036,2024-08,110396330.32000001,403298,30229
T1020,2021-04,110378306.44000001,421813,63183
A0429,2023-09,110300533.05999997,430239,356268
H0019,2023-12,110282811.34999998,305892,19796
T1000,2022-10,110233007.21000002,248085,10897
A0427,2022-09,110225012.16,440920,365988
H0019,2023-10,110192842.77,305385,20105
T1020,2021-08,110154568.88000001,418975,64362
H0019,2024-01,110129880.44999999,304619,19976
T2021,2022-07,110025448.62,651498,63872
S5140,2023-10,109957512.40000004,719342,29480
T1040,2023-07,109901529.05999999,515938,190459
90834,2021-01,109879436.66000003,1428127,697069
A0429,2023-12,109861483.62999997,435005,358422
H0004,2022-09,109800342.67,1000247,363194
90999,2023-01,109790147.12,1235594,92363
A0427,2024-09,109749239.65,341467,291082
H2019,2024-05,109728409.86000001,929373,252599
T1000,2022-11,109603131.01000002,249618,10891
T1020,2021-07,109504912.11999996,415222,61517
H0019,2023-11,109419376.79999998,301487,20140
A0429,2024-03,109402994.83999997,423173,340084
90999,2020-02,109366653.46000001,1128976,89123
T1000,2024-11,109326165.2,218123,10639
S5102,2022-01,109242864.67000002,1331352,87569
T1020,2022-12,109172691.27999999,412945,59814
T1020,2023-01,109110489.63000003,418469,65575
92507,2022-02,109106172.09000003,1880923,531496
90837,2020-11,109093947.14000002,1282314,586524
A0427,2022-06,109083641.63000001,445625,372487
H2019,2024-07,108950122.64999996,919841,230035
T1020,2023-03,108943408.69000001,414432,68025
T2031,2024-07,108817094.13999999,249311,29746
92507,2021-04,108796749.33000001,1949019,519271
H2017,2022-08,108741588.01000005,830458,162662
T1020,2024-03,108733774.82,403267,65780
T1020,2018-01,108636158.18,695037,69462
97153,2023-04,108539970.16000001,508407,43851
T1020,2023-10,108507176.13000001,412877,64506
S5102,2019-08,108470122.53,1414582,97091
90834,2020-01,108412440.0,1411406,708388
97530,2024-04,108335246.79999998,2155261,631537
H2036,2024-05,108311091.91000003,391852,30098
T2033,2023-05,108284338.65999998,216734,15421
T2021,2019-08,108239679.20999998,764168,74275
S5102,2019-05,108160560.12,1388979,93602
A0427,2021-08,108130020.27,466702,386376
S5102,2023-02,108096394.64999998,1242568,90637
H0004,2022-10,108078761.05,999434,368459
T1020,2023-12,108058007.33,410357,65488
90834,2021-02,108030429.66999996,1414676,704481
T1017,2022-11,107994206.18000002,931289,387285
T1000,2021-07,107951543.46000004,264153,11377
A0427,2021-07,107924515.96000001,465138,383523
T2033,2023-03,107917410.35,199023,15503
90999,2023-05,107888561.40999997,1216111,87379
T1020,2024-05,107872092.51,397083,69252
H2019,2024-03,107869594.16999997,915155,253072
H0004,2023-08,107826560.78,996485,367449
97530,2023-10,107783615.51000005,2130911,605661
H2036,2024-10,107724909.27000001,385139,29393
92507,2021-11,107699738.69000003,1871234,513314
T1000,2021-01,107674179.00000001,262831,11408
T1020,2022-01,107669498.56,416654,64806
T1000,2022-09,107656023.29999997,244996,10856
97530,2022-03,107617725.39,2176724,559717
A0429,2024-05,107588321.29,406108,333482
97530,2023-01,107573893.74,2228941,586450
T1000,2021-06,107457751.31,259646,11424
T1016,2023-03,107427260.37,1346570,437856
A0429,2023-11,107337315.13,413643,342520
H2017,2020-01,107321515.38000003,1052446,173334
T1020,2024-01,107262954.14,406716,65272
T1000,2021-05,107248092.17,261861,11422
T1020,2021-05,107230227.02000001,415792,62981
H0004,2023-04,107221964.02000003,1034373,388190
S5102,2019-07,107184467.97000003,1418249,96507
S5140,2024-02,107173560.06999998,679378,28399
T2021,2022-06,107084303.82999998,710536,65344
T1020,2021-09,107013631.55,412623,64640
U0003,2022-03,106986521.35000001,1779453,1108410
H0019,2024-03,106960614.96999998,290642,19234
90834,2024-08,106944723.71000004,1107145,567922
T1000,2022-07,106916783.42999998,237305,10752
T1000,2021-12,106892602.95000002,249693,10936
T1000,2021-08,106888177.59000002,260635,11437
T1000,2022-03,106819500.69999999,253076,10878
T1020,2021-11,106796638.15,405740,61935
H2017,2024-08,106729477.86,854625,149552
T2021,2019-07,106651146.34000002,749400,74428
H2019,2024-02,106621090.54000004,941672,256525
97530,2024-05,106576914.21000001,2096733,615937
H2019,2024-01,106575780.60000001,981120,256922
A0429,2023-01,106491183.38999999,447508,363593
S5102,2019-12,106422974.41,1378690,102961
T2031,2024-05,106388530.97,253187,29801
90834,2021-07,106373914.33000004,1354129,674729
97530,2024-02,106368913.84,2085568,618170
90999,2020-01,106307928.59,1152377,87506
92507,2022-08,106282863.81999996,1644213,443254
A0429,2023-03,106231780.2,441835,361862
H2017,2022-09,106199488.77000004,840411,159427
A0429,2024-07,106175542.21000002,390455,319905
90834,2024-09,106051151.49999999,1098356,564765
A0429,2024-02,106026220.96000001,409208,329004
92507,2021-10,105986586.66000003,1865972,511635
90834,2019-10,105885837.73000002,1409232,696923
T1000,2021-10,105857875.03,254357,11122
T2031,2024-03,105808235.41000001,256884,29867
T1000,2022-05,105794677.70999998,247256,10835
S5140,2023-11,105755917.43,671987,28845
H2036,2024-09,105739255.50999999,387916,29650
T1020,2022-11,105719928.21,395947,59175
S5140,2023-09,105630181.97000001,697931,31544
T1000,2022-06,105600429.04000002,240691,10784
T2031,2024-08,105598788.02999999,244873,28895
T1017,2021-03,105570825.2,1109378,380603
A0427,2021-09,105540719.98,436968,363854
T2033,2023-06,105519871.55999999,205951,16240
H2036,2024-07,105507310.19,389804,29720
92507,2024-06,105497505.39000002,1569346,437295
T1000,2021-11,105457374.98,249231,11122
H0019,2023-07,105374522.91,288287,19219
90834,2024-06,105371369.92999999,1094681,575382
T1017,2022-05,105319568.78999995,995117,399032
T1017,2022-06,105286975.07999998,980350,393754
H2036,2024-01,105244102.25,391423,29435
T1000,2021-04,105208096.29000002,257972,11364
A0429,2024-04,105187927.56,399252,323727
T2021,2019-05,105173996.81999998,753797,72082
H2014,2022-12,105150947.46000004,615956,116089
S5102,2019-11,105146203.68,1387761,105214
H2019,2019-10,105115194.14,966089,250095
97530,2024-01,105112479.44999999,2016474,598780
T1040,2023-12,105077436.56000002,546514,209988
T1020,2022-03,104980205.18,409046,64712
92507,2022-06,104894658.42999998,1595895,404240
T1040,2023-04,104879224.36000004,541178,197467
T1020,2023-11,104863710.10999998,401226,62705
H2036,2023-08,104797792.60000002,389069,29850
A0429,2024-08,104780849.56000002,378416,313516
H2019,2024-10,104641745.82000004,874331,237240
90999,2020-12,104602191.94,1199570,91994
T2021,2022-05,104596682.46000002,694100,64578
90837,2020-02,104562932.62000002,1242266,599066
A0429,2023-06,104514549.80999999,431746,356438
S5102,2021-03,104482063.80999997,1308862,74167
H0004,2022-12,104472144.63999999,923522,359847
T1020,2023-09,104449438.31,404194,65210
T1020,2021-02,104396620.03999999,399336,64042
H0004,2023-10,104379700.46999995,973450,365186
T2033,2023-01,104306539.56,192526,14604
T2033,2023-04,104303795.54999998,189900,15113
H2019,2021-04,104288685.53000002,978069,265522
T1000,2020-11,104287799.62999998,253126,11186
S5140,2023-08,104233480.90000004,676077,27260
T2031,2024-10,104189600.35000001,232450,28441
T1017,2022-04,104111272.25999998,976270,395783
H0004,2023-02,103999818.86000003,998047,383037
S5102,2019-09,103987463.38,1373470,101857
A0429,2023-04,103948708.08,428058,351293
H2019,2020-10,103940478.71999997,970175,253976
H2036,2023-10,103925012.99000001,390720,29843
H2036,2024-02,103898032.00999999,391186,29068
H0004,2022-11,103758147.34999998,956916,365377
U0003,2022-06,103709687.47000003,1798745,1034885
T1020,2020-06,103704226.74999997,408086,62622
T1000,2021-09,103655120.79,252530,11150
H2036,2024-04,103642360.0,378126,29561
A0427,2021-10,103599281.55999999,432200,360141
T2033,2022-12,103585336.52999997,194527,14538
92507,2022-01,103565576.42999999,1781410,524696
90834,2020-11,103556924.56000003,1332540,667829
00003,2018-10,103517453.21999998,445289,247158
A0429,2024-06,103451976.38999999,384453,316794
T1017,2022-12,103431476.46,885367,378000
90999,2022-09,103418777.03999999,1202507,88285
T2031,2024-09,103418387.00999999,236624,28862
A0427,2021-03,103414131.46,415817,341398
90834,2020-09,103358450.03,1337730,640733
A0427,2022-04,103333904.63,420457,350934
T2033,2024-11,103285967.50999999,183415,13440
A0427,2022-03,103285057.28000002,424335,354411
H0015,2023-02,103233501.42000002,402140,57957
T1020,2024-04,103223149.84,381193,64970
H2014,2023-06,103194511.51,933010,128911
T1040,2023-06,103150155.95999995,540778,193368
T2033,2022-10,103025552.25,194886,14127
90999,2022-08,103000425.34999996,1271698,87235
T1020,2023-04,102981111.47,395562,68238
S5102,2021-04,102965428.98000002,1284323,76734
A0427,2021-12,102939530.96000001,437580,365956
T1000,2023-02,102908388.60000002,236934,11154
H2019,2021-06,102856393.96999995,931501,258083
H2019,2024-08,102851057.82999995,851757,237112
90837,2020-07,102768250.84000005,1200835,499607
T2021,2018-10,102638519.31,724381,69053
H2036,2023-05,102597723.08999999,375761,28958
92507,2021-09,102483112.62,1821925,497341
H0019,2024-05,102476290.61,281950,18571
S5102,2021-05,102460533.09999998,1280843,79414
S5102,2019-04,102447498.75999999,1328904,92996
H0019,2023-09,102437190.09999998,281138,19056
92507,2022-12,102436790.61999997,1689842,522106
T2031,2024-06,102430970.89,243897,29823
97530,2024-03,102402374.32999994,2024959,618966
H2017,2022-10,102396300.24000004,910273,159983
T1040,2023-01,102325672.28000005,531122,179924
H2015,2024-11,102285577.03999998,786098,101726
H2036,2024-06,102283680.12,376421,28620
A0427,2022-01,102101043.07,441049,365650
92507,2021-05,102048388.88999999,1783117,498010
S5140,2023-07,101958150.1,665145,27144
92507,2023-07,101956418.88000001,1485967,410222
T2021,2020-02,101931363.86,749818,77393
T2021,2019-09,101870711.89999998,715868,74590
90999,2022-12,101825538.00999999,1193514,86958
T2031,2024-04,101726266.41,243121,29780
H2014,2022-11,101724233.99000002,652260,121189
H2017,2021-07,101703383.17000002,895311,161929
T1020,2022-07,101698875.19,392792,64183
S5102,2020-02,101664363.36000001,1310667,100468
H2019,2021-07,101642323.11000001,856291,240848
T1020,2023-08,101641267.95,395142,64826
H2036,2023-07,101637363.14999999,375536,29110
T1016,2023-04,101630281.42999999,1220390,414496
H2016,2018-06,101549287.07000001,396503,26946
H0004,2024-01,101541006.59000003,938225,355830
T2021,2019-04,101539934.26000002,730150,71521
T1020,2024-02,101514739.71,388325,65751
T1000,2022-04,101495630.96999998,239492,10765
T2033,2022-08,101482189.91999999,199761,14657
T1020,2022-09,101480432.77,391793,63098
A0427,2021-06,101447067.12999998,438410,367428
T1020,2022-08,101441558.61999997,392953,64674
90999,2023-06,101440138.46999998,1160061,86962
T1020,2022-04,101360535.86999999,400498,65036
90999,2020-10,101359122.45000002,1232596,91354
00003,2018-08,101350132.82000001,441989,243721
H2036,2023-12,101281957.39999998,377814,27975
T1020,2023-07,101255056.67000002,411988,64182
T2031,2024-01,101222704.97999999,253761,29201
S5140,2023-05,101177919.01,680205,26595
90837,2020-08,101171534.81000003,1168767,511612
S5102,2018-10,101161914.20999998,1322932,89185
T2021,2022-04,101159406.93999998,669197,63476
T1020,2024-07,101154112.25,373921,68203
97530,2023-11,101095938.41999997,1980319,592980
90837,2019-04,101066182.91999999,1277119,580793
90999,2022-03,101056109.69000003,1205499,88787
T2031,2024-02,100928963.50000004,243482,29491
92507,2023-12,100871316.12999997,1655506,542569
H0004,2022-03,100863078.77999997,1072207,381790
H2019,2019-04,100858190.35000001,955659,238423
H2014,2022-08,100800191.82000001,666976,112710
T1040,2023-02,100792017.78000002,526950,190197
T1020,2024-06,100778944.95000002,372135,68488
90999,2022-10,100719949.23,1191368,86146
H2019,2020-01,100685275.44999997,945066,247796
90999,2021-03,100645490.3,1243047,90862
90999,2023-02,100632938.86999999,1154587,93360
97530,2023-08,100598174.21999994,1898711,558609
H2036,2023-11,100509218.96,384773,28533
T2033,2022-11,100398466.04000002,199959,14199
T1020,2023-05,100282681.38000003,397133,67461
90837,2019-05,100222594.09000005,1268531,572768
H2036,2023-03,100214308.76,362177,29352
H2017,2022-12,100154985.21,814588,158323
H2017,2019-07,100139777.50000003,943271,160973
S5140,2023-03,100053619.97999999,674760,26145
90837,2020-06,99978241.54,1165574,478186
H2036,2023-09,99969112.50999999,373652,28421
T1020,2018-02,99956722.61999999,647532,69377
H0004,2024-04,99912753.27000003,904372,347422
T2033,2022-07,99784582.83999999,195274,14487
90999,2024-01,99779489.59999998,1079987,82830
H2017,2022-11,99774767.63000001,828619,159881
97153,2023-01,99766069.75,491948,43042
H2019,2019-05,99755644.30999994,935160,231908
S5140,2024-11,99718505.71,636832,25826
H2019,2022-03,99713537.39999999,1021444,267930
97530,2022-05,99695812.24000005,1994210,542892
H0019,2024-02,99591272.33,271724,19148
S5102,2019-01,99571994.47999999,1307860,91373
A0427,2021-05,99545199.5,436601,364680
H2014,2022-10,99513052.30000001,645481,115586
H2017,2022-03,99512710.39999998,892722,160000
H0004,2023-06,99449570.49000002,987374,369993
H0004,2024-05,99344273.86,893866,340637
H2019,2021-05,99278075.75,914132,258814
H2014,2023-02,99260165.98,668432,124045
T1020,2024-08,99178596.24000002,370567,68831
H2036,2023-01,99113706.62,371088,28384
90999,2023-04,98972538.46999997,1169884,90717
T1017,2022-07,98958829.46000002,894659,373186
H2017,2020-02,98929762.60000002,951341,168589
S5102,2019-03,98881308.68,1284996,92195
97530,2023-06,98872496.41,1840944,536623
H2017,2020-09,98836584.55,1055929,170202
90999,2022-11,98835686.02000001,1159462,87188
T1020,2023-02,98779994.12,383381,67843
H0004,2022-07,98753754.07,895353,339056
H0004,2024-03,98744465.90999998,892142,351313
H2019,2021-08,98733963.21999998,845262,244475
97530,2023-02,98710518.50999998,2082446,592469
