billing_npi,state,specialty,paid_2023,paid_2024,growth,peers,z_growth
1467073098,CA,DME Supplier,1005.7,187324.88999999998,185.26318981803718,443,11.271151268638157
1093271249,NC,End-Stage Renal Disease,1546.38,34552.93,21.344397884090583,149,11.248226854957855
1255706925,MI,Clinical Social Worker,2773.2,83271.23999999999,29.027131112072695,190,11.24098518202628
1316597677,NJ,Adult Day Care,34274.66,1132948.7,32.0549945644975,133,11.221686329472366
1629484092,OH,Optometrist,340.0,22351.84,64.74070588235294,525,11.185755337583938
1497437404,VA,Community/Behavioral Health,34962.28,2395741.3600000003,67.5236020076494,327,11.18416974647466
1508463563,IL,Rural Health,1028.24,14284.540000000003,12.89222360538396,187,11.180991709328042
1407914583,AR,Local Education Agency (LEA),1895.34,79077.06,40.72183354965336,184,11.180359263918323
1356998181,NC,Dentist,115.0,7112.7300000000005,60.849826086956526,209,11.146801597358003
1497852875,NY,Local Education Agency (LEA),319.47,2277.96,6.130434782608695,362,11.142444286858858
1316141351,KY,Physician Assistant,768.99,109397.31,141.2610307026099,133,11.140789511214345
1982960324,IA,Family Medicine,63.84,8211.720000000001,127.62969924812032,145,11.119978788792586
1821534488,PA,Cardiovascular Disease,144.89,3752.91,24.901787562978814,320,11.111594059388572
1669245577,OK,Other,1210.72,185910.15,152.55338145896656,700,11.102955327308623
1376047613,CA,Mental Health Center,399.92,30761.58,75.91933386677336,229,11.088290213724909
1063128155,WA,Dentist,5574.82,240386.97999999995,42.12013302671655,132,11.062978835201207
1245548767,CA,Clinical Social Worker,278.01,15121.830000000002,53.393115355562756,217,11.06120921134792
1891185609,IL,Cardiovascular Disease,337.01,6558.7300000000005,18.461529331473844,489,11.059939449836058
1619474830,NY,Podiatrist,67.46000000000001,5700.2,83.49747998814111,341,11.031642767472757
1730148321,NJ,Other,8.06,813.8399999999999,99.97270471464019,1815,11.00802376003077
1104505924,OH,Community/Behavioral Health,1077.05,58789.240000000005,53.58357550717238,246,10.988490521805758
1982148763,NY,Eyewear Supplier,160.0,31088.0,193.3,124,10.942038864049124
1528249489,PA,Orthopaedic Surgery,462.0,11997.029999999999,24.9675974025974,144,10.9319352950009
1346283017,CA,Rural Health,25971.11,259675.37,8.998624240550365,177,10.905904866404853
1942741103,IL,Gastroenterology,512.18,26593.54,50.922253895115006,167,10.899758517981724
1699742932,"",Other,268.12,8201.41,29.58857974041474,652,10.899432800174807
1699453480,CA,Dental Clinic,682.0,77109.06,112.06313782991202,831,10.892337306428228
1861260788,KY,Clinical Social Worker,4896.88,1420771.9500000002,289.13820024178665,121,10.888890592531359
1083367015,FL,DME Supplier,2577.6200000000003,54161.18,20.01208867094451,208,10.876123433447594
1316238678,WA,Mental Health Counselor,3134.6899999999996,299766.97000000003,94.62890429356653,127,10.857294768244843
1316674526,MI,Community/Behavioral Health,963.11,51545.96,52.52032478117764,161,10.850665703660988
1588382485,LA,Pediatrics,586.42,19659.09,32.52390777940725,124,10.848002022900816
1083346258,SC,Family Medicine,1073.53,17730.309999999998,15.515896155673339,225,10.825370133205558
1790796829,OH,Other,38.5,14474.0,374.94805194805195,1571,10.816419232727984
1861129819,MA,Internal Medicine,743.21,16436.559999999998,21.115633535609042,326,10.800926363013627
1003359613,MI,DME Supplier,9143.060000000001,198988.41,20.763874457785466,153,10.796069142816897
1568118230,CA,Dental Clinic,1770.3,198420.33000000002,111.08288425690561,831,10.795908918057378
1548912231,MO,Home Health Agency,120944.07999999999,2941937.56,23.32477521843153,361,10.79400970665862
1912631615,GA,Professional Counselor,631.35,34396.14,53.480304110239956,138,10.780286991885724
1619164712,CA,End-Stage Renal Disease,23251.399999999998,418332.0,16.99169082291819,621,10.778078743412074
1366169864,MO,In Home Supportive Care,33598.89,448880.63,12.359983916135326,209,10.700209548960967
1992070593,TN,DME Supplier,71357.3,1317482.9000000001,17.4631831641612,127,10.689213143850983
1750497293,IN,Family Medicine,581.3100000000001,32187.13,54.36999191481309,214,10.684398424110995
1255805404,NY,Home Health Agency,161967.90000000002,4936638.07,29.479113886146575,628,10.670310232375677
1487257010,TX,Ambulance,118.43,10793.57,90.13881617833319,117,10.641350340642028
1245294230,VA,End-Stage Renal Disease,923.23,60486.990000000005,64.51670764598205,118,10.638142870856912
1437378031,VA,Federally Qualified Health Ctr,6.07,7233.340000000002,1190.6540362438222,115,10.630367416862857
1366620379,IL,Local Education Agency (LEA),345.41999999999996,4602.22,12.323548144288115,496,10.624372827320254
1457619017,NY,General Acute Care Hospital,7018.35,131122.06,17.68274736939594,170,10.622813949801367
1427632124,MI,Federally Qualified Health Ctr,3170.85,20069.280000000002,5.329306022044563,176,10.582765122821117
1306588298,MN,Mental Health Counselor,2555.53,594951.42,231.8094054853592,114,10.576970236417404
1225569700,MN,Other,20.9,1158.75,54.44258373205742,778,10.576742223055433
1932652849,FL,Emergency Medicine,1830.48,537822.13,292.81480813775624,120,10.569387050647718
1629048178,IL,Physical Med & Rehabilitation,3.76,4187.38,1112.6648936170213,115,10.566436815027984
1972952356,MN,Other,61.41,3399.8399999999997,54.36297020029311,778,10.56113232281122
1700845260,IL,Infectious Disease,1956.4,61271.2,30.31833980781026,125,10.550716722027452
1225342637,LA,Dentist,1534.21,104856.98000000001,67.34591092484081,134,10.532316556177975
1497348379,LA,Family Medicine,15.24,1020.6800000000001,65.9737532808399,212,10.52857333526339
1407350721,NY,Adult Health NP,44.79,8532.880000000001,189.50859566867607,199,10.500379464518176
1831871870,OH,Ambulance,4184.68,131549.33000000002,30.435935364233348,275,10.493128324279386
1295227783,IL,Otolaryngology,91.3,3316.51,35.32541073384447,120,10.49311524107348
1104438514,NY,Non-Emergency Transport,15221.08,5549372.9799999995,363.5847062100718,112,10.487381431486085
1245285808,TX,Nursing Facility,30.78,927.8100000000001,29.14327485380117,129,10.484318213781224
1407898075,PA,End-Stage Renal Disease,106.83999999999999,28145.08,262.43204792212657,112,10.482843403611325
1184943334,MA,Family Medicine,57.0,2359.28,40.39087719298246,195,10.476080934664367
1487000444,OH,Pediatrics,64.64,7682.780000000001,117.85488861386139,151,10.45729853810262
1114604501,KY,Optometrist,1413.54,138477.53999999998,96.96506642896556,393,10.455230272776827
1710022637,CO,Optometrist,30.64,1275.63,40.632832898172325,244,10.44458849357489
1013484419,NC,Addiction Counselor,3580.8,2364285.59,659.2674234807863,111,10.434302209163178
1629297130,NJ,Dentist,270.0,19741.5,72.11666666666666,316,10.404896642770266
1992451421,NC,Other,217.29,22709.760000000002,103.5135993372912,1743,10.402957740050708
1700010030,CA,Obstetrics & Gynecology,1500.0,50585.0,32.723333333333336,313,10.38884378537471
1457016669,NY,Specialist,1929.5500000000002,107935.62,54.938234303334966,673,10.386040359992068
1194831917,IL,Local Education Agency (LEA),375.6,4872.08,11.971458998935036,496,10.319077579362851
1073390241,PA,Clinical Social Worker,1697.78,59344.959999999985,33.954446394703666,168,10.318257067031473
1821550294,CT,Internal Medicine,359.63,15646.440000000002,42.50704891138115,124,10.31538943476231
1225175326,NC,Speech-Language Pathology Asst,2608.71,42966.630000000005,15.470450912519983,185,10.289084382664734
1609306570,CO,Optometrist,717.39,29403.639999999996,39.98696664296965,244,10.277034481445034
1235312216,CA,Surgery,250.13,7843.889999999999,30.35925318834206,222,10.270791643724738
1689052482,CA,Other,26.45,14654.519999999999,553.046124763705,5587,10.267724893967728
1598544066,AL,Pediatrics,8367.68,181488.31,20.689202980993535,117,10.254181848629736
1790348498,IA,Mental Health Counselor,837.0,62118.89000000001,73.21611708482678,112,10.243104462944768
1073564522,PA,General Acute Care Hospital,47672.61,1882180.25,38.48137620323284,115,10.230852949989682
1790431286,OR,Other,3645.04,201824.59999999995,54.369653007923084,637,10.230561996107363
1356555999,NY,Gastroenterology,8778.33,206288.64,22.49975906579042,335,10.228910338531552
1548920192,CO,Day Training/Habilitation,11865.76,915977.9199999999,76.19504861045563,109,10.194476302935968
1154627602,PA,Chiropractor,551.7,6783.199999999999,11.295087910096063,305,10.19089073701455
1639861990,IA,Rural Health,1149.45,19371.24,15.852616468745921,145,10.16202245276116
1013616416,CO,Home Health Agency,4725.33,176151.34,36.27810332823316,158,10.161376036651118
1225525264,NY,Endocrinology,325.06,7912.380000000001,23.341290838614412,199,10.157615640715441
1386421097,FL,Federally Qualified Health Ctr,1613.56,41432.689999999995,24.67781179503706,206,10.150993093306845
1760114573,PA,Physical Therapist,92.2,5247.63,55.915726681127985,340,10.150312037436626
1689272429,FL,Occupational Therapist,1700.0,49103.42,27.88436470588235,263,10.132403631556075
1568477313,AL,Internal Medicine,80.13,78989.65999999999,984.768875577187,104,10.09881978162256
1255863692,IL,Pediatrics,1360.0,32180.67,22.662257352941175,1058,10.095002563326943
1033634373,CA,Family Medicine,2203.27,143549.47,64.1529181625493,917,10.080076280779586
1346313822,FL,Clinical Lab,438.19,22515.590000000004,50.38316711928616,105,10.04878872626791
1861125478,CA,Federally Qualified Health Ctr,15108.630000000001,1736923.6400000001,113.96235198029206,573,10.044960701692178
1780888081,MI,Optometrist,69.44,1772.34,24.52332949308756,241,10.034092773302826
1942385810,PA,Podiatrist,5.95,308.95,50.924369747899156,117,10.021629914669518
1326259177,NC,Home Health Agency,2273.2,54350.11000000001,22.90907531233504,307,10.01735831517352
1457012486,KY,Nurse Practitioner,4764.139999999999,208539.49,42.77274597304026,120,10.012888327578239
1003391855,NY,Dental Clinic,327.12,20629.54,62.064135485448766,108,10.009035210725866
1609998392,MA,Case Management Agency,72.0,1903.1499999999999,25.43263888888889,110,9.998500497508466
1033701578,AR,Family Medicine,2274.81,28890.769999999997,11.700300244855613,222,9.992441983952675
1366894271,NJ,DME Supplier,539.62,153274.79,283.0420851710463,102,9.985749752295611
1679231625,PA,Family NP,385.0,25064.86,64.10353246753247,476,9.97835455265015
1619689452,VA,Non-Emergency Transport,461.6,33780.2,72.18067590987867,203,9.957578009215231
1083736474,CA,Pediatrics,348.0,29173.22,82.831091954023,486,9.954978491082063
1851602866,OK,Other,112.48,15506.800000000001,136.86273115220484,700,9.952226612636471
1033268529,MI,Optometrist,1222.37,30953.61,24.322619174227118,241,9.9514117716499
1386344620,UT,Family Medicine,447.24,163830.28,365.3140148466148,102,9.949997175917831
1326024647,IN,Chiropractor,38.42,345.78,7.999999999999998,217,9.94585897988703
1487725875,NY,Hospitalist,37.65,1508.7299999999998,39.07250996015936,234,9.918182829576043
1033832845,PA,Family NP,2569.42,166135.98,63.65894248507445,476,9.907555177181427
1841929395,NC,Clinical Social Worker,29.76,16200.389999999996,543.367943548387,101,9.901029095198938
1811681133,CA,Assisted Living Facility,52913.43,2676922.35,49.590603368558796,182,9.886428861699292
1982210183,CA,Internal Medicine,39.34,3711.39,93.34138281647178,1065,9.881805535058604
1992958417,NC,DME Supplier,3441.66,89939.79,25.13267725458064,132,9.868768378312556
1194421701,VA,Home Health Agency,39111.63,1217335.94,30.12465371553167,379,9.860979138492082
1235887621,FL,Mental Health Counselor,1224.72,50990.62,40.63451237833954,139,9.85359486875886
1356958276,MO,DME Supplier,345.32,16837.460000000003,47.759006139233186,108,9.835418889830494
1922277904,IL,Local Education Agency (LEA),95.76,1187.51,11.400898078529657,496,9.824346230870736
1811779275,CT,Professional Counselor,8759.38,270007.27999999997,29.824930531612967,189,9.775954278173385
1417483090,IL,Other,187.39000000000001,11249.029999999999,59.03004429265168,4835,9.771915474947855
1972541662,FL,Ophthalmology,68.41,5011.9,72.26268089460605,107,9.766529345568387
1033763016,IN,Optometrist,220.05,12632.31,56.40654396728016,329,9.759608696630597
1639957673,KS,Rural Health,3277.94,42972.86,12.109715247991117,107,9.751686244819961
1720752041,FL,Mental Health Center,132.35,21721.690000000002,163.12308273517192,104,9.749367789835931
1487874285,TX,Ophthalmology,1103.01,30386.28,26.54850817309,108,9.748266392358495
1750647715,NJ,Family Medicine,32.92,721.74,20.924058323207774,186,9.747413996592567
1295448710,TX,Cardiovascular Disease,3.36,1558.98,462.9821428571429,98,9.729833336948817
1841373800,CA,Anesthesiology,73880.52,4170145.9600000004,55.444458701698366,143,9.726288268505984
1558726489,AK,Other,268.73,4866.81,17.11040821642541,230,9.723211379857139
1164159661,PA,Mental Health Counselor,685.7,21025.43,29.66272422342132,123,9.718908855087435
1841665098,IL,Family Medicine,1046.55,45590.68,42.56283025177966,1633,9.705187125162496
1003560624,IL,Clinical Lab,57231.18,7294278.74,126.45288040540139,102,9.690961723862365
1144904996,CA,Nephrology,4990.500000000001,51442.57,9.308099388838793,182,9.682023846063625
1619750874,MT,Clinical Social Worker,2753.52,57973.340000000004,20.054265086144284,129,9.664581829467554
1003360975,OK,DME Supplier,251.75,20230.48,79.35940417080437,96,9.663284852857553
1023478047,IL,Nurse Practitioner,488.03,21794.19,43.657480072946335,872,9.654205900316997
1912900374,CA,Podiatrist,2.51,573.28,227.398406374502,155,9.647497901347819
1124616925,NE,Mental Health Counselor,1707.71,21151.9,11.38611942308706,179,9.646019342857619
1104877414,IL,Internal Medicine,721.72,25898.999999999996,34.885107798038014,2159,9.636831726174545
1487339438,IA,Dentist,21463.350000000002,536665.61,24.00381394330335,110,9.626450809292582
1174830814,LA,Specialist,426.75,31117.29,71.91690685413006,104,9.62180338037161
1194955310,OH,Optometrist,343.87,19527.150000000005,55.78643091866114,525,9.620629910506032
1043994262,IN,Internal Medicine,29.76,8884.64,297.54301075268813,147,9.576178435859516
1609196898,MN,Community/Behavioral Health,3674.17,93344.81999999999,24.405688903888496,216,9.565991563730602
1760696314,IL,Cardiovascular Disease,140.92,2393.56,15.985239852398525,489,9.56157394047285
1952685232,TX,Home Health Agency,13217.07,240509.40999999997,17.196877976737657,779,9.545739029886501
1881375707,NJ,Mental Health Center,12.18,10017.11,821.4228243021347,93,9.539479329818477
1083051643,IL,Internal Medicine,188.85,6711.21,34.53725178713265,2159,9.539130773335328
1134491319,NY,Psychologist,1284.84,107504.78,82.67172566233928,98,9.531850134034439
1194817031,TX,Optometrist,175.0,6675.5599999999995,37.14605714285714,843,9.531660813411497
1306170717,CA,Acupuncturist,2560.0,58142.86,21.7120546875,230,9.527987800066668
1881898112,CA,Dermatology,137.23,76705.26,557.9540188005539,93,9.5219274434184
1114467867,KY,Family Medicine,603.9,14201.740000000002,22.516708064249052,160,9.520347445308726
1235865155,TX,In Home Supportive Care,13053.19,172923.62,12.247613801683725,116,9.498169995017538
1821233560,NY,Mental Health Counselor,430.26,6570.0599999999995,14.269976293403987,249,9.465587298819498
1760162846,LA,Non-Emergency Transport,2318.16,203636.44999999998,86.84400127687476,307,9.462388926192082
1366922387,PA,Obstetrics & Gynecology,2093.41,79688.94,37.066570810304725,230,9.460288096694853
1730684895,PR,Obstetrics & Gynecology,1699.2399999999998,193559.4,112.9093947882583,98,9.455489814973188
1467619403,PA,Clinic/Center,2796.5,55359.78,18.796095118898624,118,9.441340094982904
1457743015,CA,Psychologist,470.48,146525.26,310.43780819588505,98,9.437178941634095
1346667870,CO,Internal Medicine,5.13,6156.719999999999,1199.140350877193,91,9.434232493592866
1346264397,OH,Chiropractor,268.49,8926.51,32.24708555253454,334,9.42934013661693
1508568965,TX,Speech-Language Pathology Asst,611.32,115220.40000000001,187.47804750376235,312,9.41892942077616
1558730044,"",Other,2789.6,74097.42,25.562023229136795,652,9.41326851772247
1205537669,TX,DME Supplier,1306.83,62933.329999999994,47.15724309971458,351,9.402833663421802
1255105516,VA,Other,1209.84,46683.36,37.58639158897044,824,9.39874795663523
1427369974,OK,Optometrist,225.42,2088.08,8.263064501818826,211,9.388246375121742
1326615139,MI,Internal Medicine,469.26,13983.260000000002,28.798533861825007,451,9.383477284460037
1124039896,PA,Ambulance,6.49,9468.99,1458.0123266563944,90,9.37554938819901
1245982990,MA,Community/Behavioral Health,2541.93,908526.1800000002,356.41589264849944,97,9.344942316117677
1275279655,MN,Other,3939.31,193567.71000000002,48.13746569830758,778,9.340491784798372
1386394310,NY,Clinic/Center,45239.649999999994,1202160.02,25.573150322781014,157,9.337305329459713
1740967785,OK,Federally Qualified Health Ctr,18609.27,477076.69000000006,24.63650750405578,98,9.334290418671781
1023777414,CA,Case Management Agency,120.64,18444.0,151.8846153846154,100,9.324337167779607
1144710146,FL,Primary Care,15511.079999999998,2873045.7399999993,184.2253834033478,98,9.316841010463335
1346410305,PA,Family NP,2009.3799999999999,122285.52999999997,59.85734405637559,476,9.302164131151365
1518731512,MA,Adult Day Care,20277.68,301035.16,13.845641118707858,97,9.291665558880906
1912696303,CA,Dentist,1716.0,461146.3,267.73327505827507,1476,9.290190268797279
1154085181,WA,Community/Behavioral Health,9261.0,901534.3700000001,96.34741064679841,96,9.274572960454622
